Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Davis Cup WG II RR,W vs Safwat,0.0%,-,5.2%,66.7%,4.1%,0.0%,0.0%,8.7%,33.3%,1.6%,66.7%,-74,-28
2020 Davis Cup WG II RR,W vs Maamoun,0.0%,-,9.0%,72.7%,8.2%,15.0%,0.0%,5.1%,11.8%,1.0%,0.0%,6,37
2020 Pau CH F,W vs Janowicz,0.0%,-,4.8%,60.0%,25.0%,33.3%,0.0%,14.6%,71.4%,0.9%,0.0%,21,91
2020 Pau CH R32,W vs Gombos,0.0%,-,3.5%,60.0%,3.6%,9.1%,0.0%,11.8%,45.5%,3.5%,66.7%,16,50
2020 Australian Open R128,W vs Auger Aliassime,0.8%,100.0%,4.4%,91.7%,9.7%,17.4%,0.0%,13.9%,24.4%,2.2%,33.3%,-2,39
2020 Noumea CH R32,W vs Safwat,0.0%,-,2.5%,100.0%,4.9%,12.5%,0.0%,10.4%,42.9%,2.7%,0.0%,-27,40
2019 Rotterdam R32,W vs Copil,0.0%,-,3.6%,75.0%,26.9%,44.4%,0.0%,8.9%,30.0%,2.1%,33.3%,8,53
2019 Montpellier R32,W vs Hurkacz,0.0%,-,8.4%,69.2%,12.9%,13.6%,0.0%,15.4%,33.3%,2.9%,33.3%,-2,40
2019 Pune R16,W vs Chung,0.0%,-,6.4%,100.0%,10.4%,5.6%,0.0%,8.8%,17.4%,2.7%,50.0%,0,40
2018 Stockholm F,L vs Tsitsipas,2.2%,0.0%,7.6%,75.0%,6.8%,5.0%,0.0%,10.8%,15.4%,1.8%,33.3%,31,57
2018 Kaohsiung CH QF,L vs Monfils,0.0%,-,11.2%,71.4%,3.7%,5.6%,0.0%,9.4%,23.1%,2.3%,25.0%,59,75
2018 Wimbledon R32,W vs Zverev,4.3%,66.7%,10.9%,77.4%,12.8%,13.2%,0.0%,12.9%,27.6%,4.8%,63.2%,70,84
2015 Basel R32,L vs Isner,1.9%,100.0%,3.7%,50.0%,6.9%,20.0%,0.0%,8.7%,50.0%,2.4%,50.0%,103,114
2015 Vienna SF,L vs Johnson,0.0%,-,17.6%,70.8%,21.6%,31.3%,0.0%,12.2%,16.7%,2.6%,0.0%,99,90
2015 Canada QF,L vs Djokovic,1.0%,100.0%,6.3%,75.0%,5.4%,6.3%,0.0%,3.1%,16.0%,3.7%,15.4%,-30,5
2015 Indian Wells R32,L vs Mannarino,0.0%,-,8.9%,90.9%,6.4%,10.0%,20.0%,14.5%,23.1%,1.4%,33.3%,123,131
2015 Auckland R16,L vs Vesely,1.5%,100.0%,12.9%,76.5%,8.3%,14.8%,0.0%,13.4%,22.2%,2.1%,25.0%,130,83
2014 Basel R32,L vs Coric,9.5%,66.7%,14.9%,57.1%,2.6%,0.0%,0.0%,13.2%,23.1%,3.6%,12.5%,40,59
2014 Roland Garros SF,L vs Djokovic,1.1%,100.0%,7.4%,87.5%,8.2%,12.1%,0.0%,12.5%,24.4%,2.7%,30.0%,16,31
2014 Roland Garros R16,W vs Federer,0.0%,-,10.2%,68.8%,7.5%,5.6%,0.0%,10.4%,28.3%,2.7%,33.3%,-26,-2
Career (28 matches),,1.3%,73.1%,8.1%,71.9%,10.0%,14.9%,8.9%,10.0%,23.3%,2.7%,36.2%,15,43
