Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,282,142,140,50.4%,348-343,50.4%,3469-3409,50.4%,58-70,45.3%,275,81.9%,18.2%,12.4%,5.6%,60.0%,75.6%,48.0%,64.6%,35.2%,49.9%,0.99
Clay,146,76,70,52.1%,214-181,54.2%,1940-1812,51.7%,29-20,59.2%,134,78.1%,22.9%,9.8%,5.1%,58.9%,73.6%,49.1%,63.5%,37.7%,50.5%,1.03
Grass,39,15,24,38.5%,48-70,40.7%,591-642,47.9%,11-19,36.7%,39,85.4%,10.8%,13.8%,5.1%,64.0%,76.9%,49.2%,66.9%,30.0%,48.8%,0.91
Carpet,17,12,5,70.6%,32-21,60.4%,286-237,54.7%,3-6,33.3%,7,87.3%,22.2%,11.9%,2.6%,63.0%,79.2%,47.0%,67.3%,37.5%,52.1%,1.15
Grand Slams,85,40,45,47.1%,147-148,49.8%,1487-1472,50.3%,26-30,46.4%,85,81.9%,18.0%,12.2%,5.5%,60.0%,75.7%,50.1%,65.4%,34.6%,50.1%,1.00
Masters,104,50,54,48.1%,119-129,48.0%,1212-1212,50.0%,18-22,45.0%,104,80.2%,20.4%,11.0%,5.6%,59.1%,74.6%,47.6%,63.6%,36.8%,50.1%,1.01
Other Tours,265,131,134,49.4%,302-312,49.2%,3035-3041,50.0%,54-58,48.2%,265,81.4%,18.7%,11.9%,5.1%,60.6%,75.3%,48.0%,64.5%,35.3%,50.0%,1.00
Best of 5,112,62,50,55.4%,217-172,55.8%,2010-1822,52.5%,29-35,45.3%,85,81.9%,18.0%,12.2%,5.5%,60.0%,75.7%,50.1%,65.4%,34.6%,50.1%,1.00
Best of 3,373,184,189,49.3%,427-444,49.0%,4291-4291,50.0%,73-80,47.7%,370,80.9%,19.1%,11.6%,5.3%,60.2%,75.1%,47.9%,64.2%,35.7%,50.0%,1.00
Finals,7,6,1,85.7%,12-4,75.0%,91-68,57.2%,3-0,100.0%,7,87.2%,25.6%,11.6%,5.1%,59.1%,79.0%,53.9%,68.7%,38.1%,53.0%,1.22
Semi-finals,18,7,11,38.9%,17-25,40.5%,185-206,47.3%,2-2,50.0%,18,79.7%,15.4%,11.9%,3.8%,62.4%,73.4%,45.7%,63.0%,35.1%,49.0%,0.95
Quarter-finals,41,18,23,43.9%,47-53,47.0%,501-517,49.2%,10-14,41.7%,41,82.8%,15.6%,11.2%,4.4%,61.3%,75.0%,50.2%,65.4%,33.8%,49.7%,0.98
vs Righties,420,211,209,50.2%,553-548,50.2%,5473-5372,50.5%,89-98,47.6%,393,80.8%,18.6%,11.8%,5.3%,60.1%,75.1%,48.3%,64.4%,35.3%,49.9%,0.99
vs Lefties,63,34,29,54.0%,87-66,56.9%,797-717,52.6%,13-17,43.3%,61,83.8%,20.5%,11.6%,5.4%,60.3%,76.3%,49.6%,65.7%,36.3%,50.9%,1.06
vs Top 10,69,19,50,27.5%,61-119,33.9%,816-966,45.8%,9-19,32.1%,69,77.4%,14.7%,11.9%,4.3%,62.6%,72.2%,46.8%,62.7%,33.1%,48.1%,0.89
