Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2020 Davis Cup WG II RR,W vs Safwat,37.3%,45.1%,62.1%,40.2%,53.6%,64.3%,61.5%,58.9%,61.5%,53.3%,0.0%,20.0%,25.0%,62.5%,59
2020 Davis Cup WG II RR,W vs Maamoun,33.3%,40.6%,51.2%,36.4%,47.1%,55.9%,61.1%,53.2%,25.0%,54.5%,75.0%,21.9%,28.1%,44.0%,51
2020 Pau CH F,W vs Janowicz,44.2%,59.6%,72.0%,53.1%,56.7%,83.3%,76.9%,72.0%,33.3%,40.0%,-,33.3%,33.3%,66.7%,182
2020 Pau CH R32,W vs Gombos,46.8%,58.2%,57.5%,52.0%,56.5%,71.7%,70.0%,65.4%,38.1%,52.0%,100.0%,35.5%,41.9%,45.0%,13
2020 Australian Open R128,W vs Auger Aliassime,44.4%,51.1%,49.3%,46.3%,56.0%,61.3%,51.5%,59.5%,47.1%,65.9%,40.0%,30.9%,40.0%,47.4%,-1
2020 Noumea CH R32,W vs Safwat,36.8%,43.9%,57.1%,40.4%,41.7%,52.8%,61.9%,47.2%,50.0%,54.5%,100.0%,46.2%,46.2%,42.9%,270
2019 Rotterdam R32,W vs Copil,51.2%,60.5%,65.0%,56.0%,55.6%,66.7%,66.7%,63.3%,41.7%,46.7%,-,46.7%,53.3%,62.5%,-79
2019 Montpellier R32,W vs Hurkacz,42.5%,53.4%,52.5%,49.0%,53.1%,65.3%,56.5%,62.9%,47.6%,50.0%,100.0%,22.7%,31.8%,47.1%,47
2019 Pune R16,W vs Chung,36.5%,50.8%,41.0%,40.8%,46.9%,56.3%,47.1%,55.3%,40.0%,58.3%,100.0%,26.7%,46.7%,36.4%,-30
2018 Stockholm F,L vs Tsitsipas,29.6%,38.9%,50.0%,35.7%,50.0%,61.5%,69.2%,62.7%,41.7%,28.6%,-,11.5%,19.2%,39.1%,0
2018 Kaohsiung CH QF,L vs Monfils,31.8%,42.4%,50.0%,35.8%,42.4%,54.5%,57.9%,50.3%,54.5%,22.7%,25.0%,23.3%,33.3%,43.5%,59
2018 Wimbledon R32,W vs Zverev,36.3%,51.6%,55.4%,45.2%,44.5%,59.1%,52.5%,57.3%,50.0%,57.6%,88.9%,20.5%,41.0%,61.3%,69
2015 Basel R32,L vs Isner,40.4%,50.9%,40.0%,44.7%,56.3%,71.9%,50.0%,64.1%,43.8%,68.8%,-,23.8%,28.6%,31.3%,102
2015 Vienna SF,L vs Johnson,25.4%,36.6%,51.0%,32.3%,36.4%,47.7%,46.4%,47.5%,36.8%,48.0%,100.0%,8.7%,21.7%,57.1%,-37
2015 Canada QF,L vs Djokovic,29.1%,33.6%,47.9%,31.6%,46.8%,50.0%,42.4%,51.3%,60.0%,35.1%,0.0%,7.3%,14.6%,52.6%,-49
2015 Indian Wells R32,L vs Mannarino,30.6%,41.7%,45.5%,38.8%,41.9%,58.1%,56.0%,55.6%,55.0%,34.8%,40.0%,17.4%,21.7%,31.6%,34
2015 Auckland R16,L vs Vesely,22.5%,35.2%,49.1%,29.2%,31.7%,48.8%,50.0%,43.2%,63.2%,40.9%,20.0%,10.7%,17.9%,48.0%,-8
2014 Basel R32,L vs Coric,29.2%,37.5%,38.3%,34.4%,38.1%,47.6%,38.5%,47.1%,44.4%,37.5%,50.0%,19.2%,26.9%,38.1%,65
2014 Roland Garros SF,L vs Djokovic,28.6%,41.0%,51.4%,34.1%,40.0%,53.3%,50.0%,49.7%,48.4%,34.5%,25.0%,15.0%,27.5%,52.9%,29
2014 Roland Garros R16,W vs Federer,27.9%,37.7%,55.1%,33.9%,38.3%,48.9%,51.7%,48.1%,43.2%,57.9%,0.0%,12.5%,21.4%,59.2%,10
Career (28 matches),,34.4%,45.0%,51.4%,40.1%,45.1%,57.9%,55.0%,54.6%,43.8%,43.7%,50.0%,20.7%,29.1%,47.0%,85
