Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Almaty QF,L vs Medvedev,10% (1/10),0% (0/1),0/3,30% (3/10),0% (0/3),0/0,0/0,1/1,0/0,1/1
2025 Rome R128,W vs Fonseca,30% (3/10),67% (2/3),0/1,18% (2/11),50% (1/2),2/2,1/1,2/2,0/0,0/0
2025 Miami R128,L vs Monfils,21% (3/14),67% (2/3),0/2,36% (5/14),40% (2/5),2/2,1/1,1/2,0/0,0/1
2025 Doha R16,L vs Lehecka,0% (0/9),- (0/0),0/3,33% (3/9),0% (0/3),0/0,0/0,1/1,0/0,1/1
2025 Rotterdam R16,L vs Rublev,17% (2/12),100% (2/2),0/2,25% (3/12),33% (1/3),1/2,0/0,3/3,0/0,1/1
2025 Hong Kong R16,W vs Rublev,33% (5/15),80% (4/5),1/3,53% (8/15),63% (5/8),4/4,2/4,0/0,1/1,0/0
2024 Vienna R32,L vs Machac,0% (0/10),- (0/0),0/2,22% (2/9),0% (0/2),0/0,0/0,1/1,0/0,1/1
2024 US Open R64,L vs Medvedev,36% (5/14),80% (4/5),2/6,53% (8/15),0% (0/8),1/4,0/0,3/5,0/0,2/2
2024 Wimbledon R128,L vs Struff,15% (3/20),67% (2/3),1/5,47% (9/19),33% (3/9),2/2,0/0,1/2,0/0,1/1
2024 Rome R128,L vs Shevchenko,0% (0/8),- (0/0),0/2,67% (6/9),33% (2/6),0/0,0/0,0/2,0/0,0/1
2024 Miami QF,L vs Zverev,20% (2/10),0% (0/2),0/1,36% (4/11),25% (1/4),0/0,0/0,1/3,0/0,1/2
2024 Miami R16,W vs De Minaur,36% (4/11),75% (3/4),0/3,33% (4/12),25% (1/4),2/2,1/1,0/0,1/1,0/0
2024 Miami R64,W vs Rune,71% (5/7),100% (5/5),0/0,29% (2/7),100% (2/2),4/4,1/1,0/0,0/0,0/0
2024 Indian Wells R16,L vs Alcaraz,11% (1/9),0% (0/1),0/2,44% (4/9),25% (1/4),0/0,0/0,1/2,0/0,1/1
2024 Indian Wells R32,W vs Seyboth Wild,50% (4/8),100% (4/4),0/0,0% (0/8),- (0/0),2/2,0/0,0/0,0/0,0/0
2024 Auckland R16,L vs Shelton,20% (2/10),50% (1/2),0/3,33% (3/9),0% (0/3),0/1,0/0,2/2,0/0,1/1
2023 Shanghai QF,L vs Hurkacz,23% (3/13),67% (2/3),1/4,54% (7/13),29% (2/7),2/2,1/1,0/1,0/0,0/1
2023 Shanghai R16,W vs Ruud,53% (8/15),25% (2/8),0/2,38% (6/16),50% (3/6),1/2,1/1,2/3,1/1,0/0
2023 Shanghai R32,W vs Lajovic,89% (8/9),50% (4/8),0/1,22% (2/9),50% (1/2),3/3,1/2,0/0,0/0,0/0
2023 Shanghai R64,W vs De Minaur,40% (4/10),75% (3/4),1/1,27% (3/11),67% (2/3),2/3,2/3,0/0,1/2,0/0
2025 (6 matches),,20.0%,71.4%,7.1%,33.8%,37.5%,90.0%,66.7%,88.9%,100.0%,75.0%
2024 (10 matches),,24.3%,73.1%,12.5%,38.9%,23.8%,73.3%,100.0%,52.9%,100.0%,77.8%
2023 (7 matches),,39.8%,59.0%,10.5%,33.7%,38.2%,68.4%,63.6%,71.4%,40.0%,0.0%
2022 (1 matches),,29.4%,80.0%,0.0%,25.0%,25.0%,100.0%,-,100.0%,-,-
2021 (1 matches),,0.0%,-,0.0%,20.0%,0.0%,-,-,100.0%,-,100.0%
Career (36 matches),,30.0%,69.7%,12.2%,35.7%,28.3%,69.6%,72.0%,66.0%,66.7%,71.4%
