Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Almaty QF,L vs Medvedev,32.1%,37.7%,42.9%,38.5%,38.5%,43.6%,41.7%,47.2%,70.0%,57.9%,100.0%,15.4%,23.1%,45.5%,29
2025 Roland Garros R64,L vs Alcaraz,15.9%,29.2%,39.6%,21.8%,20.5%,37.0%,44.8%,29.6%,47.2%,54.1%,40.0%,8.3%,16.7%,30.3%,-31
2025 Rome R128,W vs Fonseca,29.9%,43.3%,63.0%,37.0%,39.0%,53.7%,60.0%,50.7%,60.0%,53.8%,-,16.0%,28.0%,66.7%,-21
2025 Miami R128,L vs Monfils,21.5%,37.6%,50.7%,31.8%,26.8%,43.7%,50.0%,40.3%,43.3%,46.3%,33.3%,4.5%,18.2%,52.4%,-79
2025 Doha R16,L vs Lehecka,31.0%,37.9%,39.5%,34.7%,44.4%,52.8%,50.0%,50.3%,70.6%,52.6%,33.3%,10.0%,15.0%,27.8%,-18
2025 Rotterdam R16,L vs Rublev,34.2%,48.1%,49.0%,38.1%,46.3%,55.6%,37.9%,52.0%,38.1%,39.4%,50.0%,9.1%,36.4%,65.0%,-30
2025 Hong Kong R16,W vs Rublev,29.1%,40.8%,42.3%,35.2%,41.8%,55.2%,43.6%,51.2%,40.6%,57.1%,57.1%,5.9%,14.7%,40.6%,-57
2024 Vienna R32,L vs Machac,25.0%,43.3%,52.3%,35.7%,24.3%,45.9%,53.6%,41.6%,60.0%,36.4%,-,27.3%,40.9%,50.0%,-13
2024 US Open R64,L vs Medvedev,21.0%,28.0%,40.8%,25.2%,32.8%,42.6%,48.8%,39.7%,60.0%,41.7%,42.9%,3.2%,6.5%,30.0%,-85
2024 Rome R128,L vs Shevchenko,12.1%,22.4%,44.9%,17.8%,13.9%,22.2%,48.4%,23.1%,60.0%,52.4%,33.3%,10.0%,25.0%,38.9%,-18
2024 Miami QF,L vs Zverev,26.0%,35.6%,49.1%,32.1%,37.3%,45.1%,46.9%,45.9%,33.3%,40.7%,25.0%,0.0%,14.3%,52.4%,-118
2024 Miami R16,W vs De Minaur,18.8%,30.0%,54.0%,25.4%,23.7%,35.6%,51.1%,32.7%,43.8%,29.6%,33.3%,5.3%,15.8%,61.1%,-66
2024 Miami R64,W vs Rune,26.0%,38.0%,58.3%,33.2%,31.7%,46.3%,64.3%,40.5%,36.8%,50.0%,100.0%,0.0%,0.0%,37.5%,-118
2024 Indian Wells R16,L vs Alcaraz,19.0%,31.0%,47.8%,27.2%,21.9%,40.6%,64.0%,36.9%,41.2%,66.7%,60.0%,16.0%,20.0%,28.6%,-21
2024 Indian Wells R32,W vs Seyboth Wild,30.8%,43.6%,80.8%,40.5%,42.9%,61.9%,83.3%,61.0%,63.6%,70.0%,-,17.6%,23.5%,78.6%,5
2024 Auckland R16,L vs Shelton,26.5%,49.0%,59.4%,34.7%,28.1%,53.1%,65.2%,40.6%,53.3%,35.3%,66.7%,30.8%,53.8%,44.4%,141
2023 Shanghai QF,L vs Hurkacz,20.7%,32.9%,43.1%,28.5%,26.0%,42.0%,48.6%,38.8%,38.5%,33.3%,20.0%,12.5%,18.8%,35.7%,-79
2023 Shanghai R16,W vs Ruud,16.8%,40.7%,58.1%,31.3%,18.5%,45.7%,65.2%,38.8%,47.1%,48.9%,33.3%,12.9%,29.0%,40.7%,-32
2023 Shanghai R32,W vs Lajovic,20.4%,38.8%,64.9%,29.2%,32.3%,48.4%,66.7%,46.1%,75.0%,47.4%,0.0%,0.0%,25.0%,62.5%,-118
2023 Shanghai R64,W vs De Minaur,24.6%,43.1%,61.7%,36.0%,26.7%,48.9%,63.6%,43.1%,40.9%,56.5%,0.0%,22.2%,33.3%,57.1%,72
Career (23 matches),,24.0%,38.0%,51.4%,31.9%,30.7%,46.3%,54.4%,42.7%,49.4%,46.6%,42.5%,12.3%,24.1%,46.4%,9
