Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Almaty QF,L vs Medvedev,3.8%,50.0%,11.6%,53.8%,11.8%,25.0%,33.3%,5.9%,11.1%,6.6%,30.0%,27,-47
2025 Roland Garros R64,L vs Alcaraz,1.8%,50.0%,18.0%,56.8%,15.7%,25.9%,0.0%,10.0%,5.3%,5.0%,23.1%,32,-2
2025 Rome R128,W vs Fonseca,0.0%,-,6.7%,55.6%,16.7%,9.1%,0.0%,7.5%,15.0%,2.2%,75.0%,40,-12
2025 Miami R128,L vs Monfils,0.0%,-,9.7%,82.4%,15.1%,20.0%,0.0%,12.2%,19.2%,4.9%,42.9%,58,-7
2025 Doha R16,L vs Lehecka,0.0%,-,8.7%,22.2%,22.6%,20.0%,0.0%,0.0%,0.0%,1.9%,50.0%,126,36
2025 Rotterdam R16,L vs Rublev,0.0%,-,4.5%,71.4%,30.2%,30.0%,0.0%,13.0%,21.4%,5.1%,40.0%,31,-12
2025 Hong Kong R16,W vs Rublev,0.0%,-,8.0%,46.7%,19.8%,26.9%,0.0%,5.2%,7.7%,0.4%,0.0%,41,-23
2024 Vienna R32,L vs Machac,0.0%,-,6.9%,37.5%,25.6%,33.3%,0.0%,13.2%,28.6%,1.4%,50.0%,8,-38
2024 US Open R64,L vs Medvedev,1.0%,0.0%,13.3%,57.7%,10.0%,10.6%,0.0%,10.2%,21.7%,4.4%,12.5%,30,-22
2024 Rome R128,L vs Shevchenko,1.7%,100.0%,11.7%,58.3%,10.3%,24.0%,0.0%,0.0%,0.0%,3.8%,37.5%,-64,-93
2024 Miami QF,L vs Zverev,0.0%,-,11.9%,56.3%,16.7%,20.8%,0.0%,6.8%,0.0%,6.6%,61.5%,60,36
2024 Miami R16,W vs De Minaur,2.6%,100.0%,19.7%,60.7%,11.5%,15.2%,0.0%,0.0%,0.0%,1.3%,0.0%,-49,-28
2024 Miami R64,W vs Rune,2.2%,100.0%,7.7%,57.1%,17.4%,25.0%,50.0%,13.5%,66.7%,5.0%,71.4%,12,17
2024 Indian Wells R16,L vs Alcaraz,1.8%,100.0%,12.1%,46.2%,12.7%,10.0%,0.0%,12.8%,11.1%,1.9%,0.0%,-7,-60
2024 Indian Wells R32,W vs Seyboth Wild,0.0%,-,11.7%,90.9%,22.2%,26.1%,0.0%,7.5%,25.0%,2.6%,75.0%,53,31
2024 Auckland R16,L vs Shelton,0.0%,-,7.4%,75.0%,16.3%,35.3%,0.0%,21.2%,30.0%,0.8%,100.0%,-1,9
2023 Shanghai QF,L vs Hurkacz,1.3%,100.0%,15.8%,54.2%,18.0%,25.8%,60.0%,6.7%,20.0%,2.9%,50.0%,69,26
2023 Shanghai R16,W vs Ruud,0.9%,100.0%,14.8%,77.1%,22.4%,28.6%,0.0%,12.2%,31.3%,4.0%,53.3%,72,30
2023 Shanghai R32,W vs Lajovic,0.0%,-,4.3%,80.0%,19.7%,39.1%,0.0%,11.8%,100.0%,2.6%,33.3%,-38,-46
2023 Shanghai R64,W vs De Minaur,0.0%,-,12.6%,75.0%,29.6%,22.9%,0.0%,4.2%,20.0%,2.8%,66.7%,64,24
Career (23 matches),,0.9%,78.6%,11.5%,62.4%,18.0%,22.6%,12.8%,8.6%,19.0%,3.4%,42.3%,33,-2
