Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Almaty QF,L vs Medvedev,3.5,3.3,3.7,40.6%,51.7%,25.0%,16.7%,55.6%,29.9%,-3.0,-4.8,-1.0,-2.1
2025 Roland Garros R64,L vs Alcaraz,3.6,3.9,3.3,41.8%,34.6%,50.0%,44.4%,48.1%,16.2%,2.5,2.3,-2.0,-1.8
2025 Rome R128,W vs Fonseca,3.4,3.5,3.3,53.3%,60.0%,75.0%,60.0%,52.2%,12.4%,10.0,11.6,-1.0,-1.3
2025 Miami R128,L vs Monfils,4.1,4.4,3.7,47.3%,50.0%,50.0%,35.7%,49.3%,19.2%,5.5,4.4,3.5,3.0
2025 Doha R16,L vs Lehecka,2.8,2.8,2.7,41.8%,31.3%,55.6%,-,54.3%,16.7%,-5.5,-13.1,-2.0,-5.0
2025 Rotterdam R16,L vs Rublev,3.3,2.9,3.6,48.5%,42.5%,45.5%,80.0%,45.7%,21.5%,15.5,22.1,-3.5,-4.3
2025 Hong Kong R16,W vs Rublev,3.5,3.4,3.6,52.9%,40.0%,47.1%,33.3%,53.4%,22.9%,14.0,11.8,2.0,2.2
2024 Vienna R32,L vs Machac,3.2,3.2,3.3,46.7%,41.4%,30.0%,0.0%,45.7%,25.0%,2.5,5.2,-0.5,-0.9
2024 US Open R64,L vs Medvedev,4.5,5.0,4.0,46.1%,53.5%,42.3%,37.5%,56.1%,28.0%,-4.0,-2.4,-0.5,-0.4
2024 Rome R128,L vs Shevchenko,5.0,5.0,5.0,41.5%,40.9%,23.1%,53.3%,54.3%,21.1%,-5.0,-5.8,-2.5,-3.3
2024 Miami QF,L vs Zverev,3.8,3.9,3.7,43.2%,44.1%,61.1%,55.6%,52.0%,18.9%,5.5,6.2,3.0,3.9
2024 Miami R16,W vs De Minaur,5.3,5.4,5.2,48.6%,38.7%,78.6%,52.0%,59.1%,13.7%,13.0,7.3,-10.0,-8.8
2024 Miami R64,W vs Rune,3.9,4.2,3.4,57.4%,72.4%,90.0%,20.0%,48.2%,23.6%,10.0,17.5,7.0,13.2
2024 Indian Wells R16,L vs Alcaraz,3.9,4.4,3.4,45.6%,36.4%,45.5%,16.7%,51.9%,19.2%,1.5,2.1,-0.5,-0.8
2024 Indian Wells R32,W vs Seyboth Wild,4.1,4.0,4.1,58.5%,69.6%,75.0%,80.0%,53.2%,12.3%,15.0,22.7,2.5,3.9
2024 Auckland R16,L vs Shelton,3.1,3.1,3.2,47.4%,31.3%,66.7%,40.0%,53.7%,8.9%,4.0,7.5,5.5,11.0
2023 Shanghai QF,L vs Hurkacz,3.7,3.6,3.8,41.1%,40.5%,61.5%,57.1%,61.5%,13.9%,5.0,4.5,3.5,5.4
2023 Shanghai R16,W vs Ruud,4.0,4.1,3.9,46.3%,53.1%,57.1%,64.7%,46.1%,14.5%,12.5,8.2,10.0,5.8
2023 Shanghai R32,W vs Lajovic,4.6,4.5,4.7,50.0%,68.2%,58.8%,83.3%,52.8%,14.8%,11.5,12.9,11.5,12.5
2023 Shanghai R64,W vs De Minaur,4.1,4.0,4.3,52.1%,55.2%,64.7%,70.0%,44.4%,15.1%,17.5,21.1,-4.0,-4.0
Career (23 matches),,3.8,3.9,3.8,47.4%,48.8%,55.2%,49.1%,52.2%,17.7%,7.8,8.2,0.9,1.1
