Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,94,47,47,50.0%,123-121,50.4%,1210-1194,50.3%,21-26,44.7%,89,79.9%,21.3%,6.6%,3.0%,65.4%,70.8%,50.3%,63.7%,36.5%,50.2%,1.01
Clay,32,16,16,50.0%,39-38,50.6%,378-371,50.5%,9-8,52.9%,31,78.2%,22.1%,3.5%,2.4%,62.8%,69.2%,53.3%,63.3%,37.4%,50.5%,1.02
Grass,11,3,8,27.3%,11-21,34.4%,134-173,43.6%,3-2,60.0%,11,75.5%,11.3%,7.8%,3.3%,64.6%,68.8%,50.8%,62.4%,31.3%,46.8%,0.83
Grand Slams,22,11,11,50.0%,42-43,49.4%,398-413,49.1%,6-9,40.0%,22,76.2%,21.9%,6.5%,3.4%,65.1%,68.2%,50.7%,62.1%,36.8%,49.5%,0.97
Masters,43,24,19,55.8%,57-46,55.3%,527-484,52.1%,10-10,50.0%,43,81.2%,21.9%,5.2%,2.9%,64.3%,71.4%,51.1%,64.1%,37.2%,50.9%,1.04
Other Tours,65,30,35,46.2%,70-78,47.3%,727-745,49.4%,16-15,51.6%,64,79.3%,19.4%,6.3%,2.6%,64.8%,70.7%,51.2%,63.8%,35.5%,49.7%,0.98
Best of 5,22,11,11,50.0%,42-43,49.4%,398-413,49.1%,6-9,40.0%,22,76.2%,21.9%,6.5%,3.4%,65.1%,68.2%,50.7%,62.1%,36.8%,49.5%,0.97
Best of 3,115,55,60,47.8%,131-137,48.9%,1324-1325,50.0%,27-27,50.0%,109,80.1%,20.0%,5.9%,2.7%,64.7%,71.0%,51.1%,64.0%,36.0%,50.1%,1.00
Semi-finals,2,0,2,0.0%,1-4,20.0%,22-30,42.3%,0-2,0.0%,2,75.0%,15.4%,2.5%,3.2%,62.0%,69.4%,53.3%,63.3%,32.9%,47.7%,0.90
Quarter-finals,10,2,8,20.0%,8-17,32.0%,105-135,43.8%,1-1,50.0%,10,70.2%,16.2%,6.3%,2.5%,66.5%,68.4%,42.5%,59.7%,32.8%,46.8%,0.81
vs Righties,117,55,62,47.0%,146-158,48.0%,1479-1512,49.4%,28-33,45.9%,113,78.8%,19.9%,6.1%,2.9%,64.6%,70.0%,51.2%,63.3%,36.0%,49.8%,0.98
vs Lefties,18,9,9,50.0%,23-21,52.3%,215-210,50.6%,5-3,62.5%,16,79.6%,24.2%,5.4%,2.7%,66.3%,71.1%,49.9%,64.0%,37.6%,51.0%,1.04
vs Top 10,17,6,11,35.3%,16-29,35.6%,198-240,45.2%,3-6,33.3%,17,72.8%,17.5%,5.1%,2.5%,65.0%,68.0%,46.1%,60.3%,34.2%,47.8%,0.86
