Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,23,12,11,52.2%,5,1,4,20.0%,2011,2026,R32,22,1.01,2.0%,4.4%,68.1%,61.2%,43.5%,55.5%,45.1%,55.2%,46.5%
Roland Garros,12,Clay,20,8,12,40.0%,2,1,1,50.0%,2010,2022,R64,16,0.94,0.9%,4.0%,72.2%,58.0%,44.0%,54.1%,43.0%,55.0%,45.2%
Wimbledon,7,Grass,17,10,7,58.8%,5,4,1,80.0%,2014,2024,R16,17,0.97,2.8%,3.2%,69.8%,59.0%,47.9%,55.7%,43.2%,58.5%,47.7%
US Open,11,Hard,15,4,11,26.7%,3,0,3,0.0%,2009,2024,R32,10,0.89,2.2%,4.8%,70.4%,57.0%,43.9%,53.1%,41.8%,58.8%,37.8%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Fed Cup,5,,16,11,5,68.8%,2,1,1,50.0%,2011,2020,,11,1.08,3.2%,5.1%,67.2%,61.8%,48.1%,57.4%,45.9%,53.9%,46.7%
Hong Kong,3,Hard,3,0,3,0.0%,1,0,1,0.0%,2017,2025,R32,3,0.85,3.9%,6.2%,68.2%,62.5%,39.0%,55.0%,38.4%,60.0%,55.6%
Beijing,8,Hard,15,7,8,46.7%,1,1,0,100.0%,2010,2025,R32,14,1.03,1.4%,6.9%,63.8%,60.8%,48.0%,56.2%,45.0%,57.8%,50.5%
Nottingham,4,Grass,6,2,4,33.3%,3,2,1,66.7%,2015,2024,R16,6,0.83,1.6%,2.2%,75.4%,52.8%,47.3%,51.5%,40.1%,62.2%,40.0%
Indian Wells,5,Hard,12,7,5,58.3%,1,1,0,100.0%,2015,2021,R32,12,1.03,1.6%,5.3%,68.2%,59.1%,46.4%,55.1%,46.1%,52.4%,43.9%
Strasbourg,6,Clay,12,6,6,50.0%,6,3,3,50.0%,2014,2021,QF,12,0.97,2.5%,4.1%,71.1%,59.4%,45.8%,55.4%,43.1%,54.3%,44.5%
Madrid,3,Clay,4,1,3,25.0%,0,0,0,-,2015,2021,R64,4,0.97,1.1%,3.8%,76.9%,62.1%,42.6%,57.6%,41.3%,58.3%,40.6%
