Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 US Open R128,L vs Anisimova,20% (2/10),100% (2/2),2/3,50% (5/10),0% (0/5),1/2,0/0,1/3,0/0,0/1
2021 Wimbledon R128,L vs Sevastova,25% (2/8),50% (1/2),0/4,56% (5/9),0% (0/5),0/1,0/0,0/1,0/0,0/1
2021 Roland Garros R64,L vs Mertens,21% (3/14),100% (3/3),0/5,50% (7/14),29% (2/7),1/2,0/0,2/2,0/0,1/1
2021 Roland Garros R128,W vs Watson,64% (7/11),57% (4/7),0/2,18% (2/11),0% (0/2),2/2,0/0,0/0,0/0,0/0
2021 Australian Open R32,L vs Muguruza,43% (3/7),0% (0/3),0/4,71% (5/7),0% (0/5),0/0,0/0,0/1,0/0,0/0
2021 Australian Open R64,W vs Pera,50% (7/14),43% (3/7),0/2,29% (4/14),50% (2/4),3/3,2/2,1/1,1/1,0/0
2020 Roland Garros R128,L vs Jabeur,23% (3/13),67% (2/3),1/4,54% (7/13),29% (2/7),2/2,1/1,0/1,0/0,0/1
2020 Australian Open R32,L vs Bertens,10% (1/10),100% (1/1),0/3,40% (4/10),25% (1/4),0/1,0/0,1/1,0/0,0/0
2020 Australian Open R64,W vs Blinkova,73% (11/15),82% (9/11),3/6,57% (8/14),13% (1/8),3/7,0/1,0/1,0/0,0/0
2020 Australian Open R128,W vs Anisimova,57% (8/14),88% (7/8),3/5,36% (5/14),0% (0/5),4/6,1/1,1/1,1/1,0/0
2019 US Open R128,L vs Barty,17% (2/12),100% (2/2),0/3,25% (3/12),0% (0/3),2/2,1/1,0/0,0/0,0/0
2019 Washington QF,L vs Giorgi,36% (4/11),75% (3/4),2/6,70% (7/10),14% (1/7),1/3,0/0,1/1,0/0,0/0
2019 Washington R16,W vs Tsurenko,73% (8/11),63% (5/8),1/3,50% (6/12),50% (3/6),2/3,0/4,0/0,0/0,0/0
2019 Wimbledon R128,L vs Collins,18% (2/11),0% (0/2),0/2,50% (5/10),60% (3/5),0/0,0/0,1/1,0/0,0/0
2019 Eastbourne R64,L vs Tsurenko,10% (1/10),100% (1/1),1/5,67% (6/9),17% (1/6),0/1,0/0,1/1,0/0,1/1
2019 W100 Manchester R16,W vs Anderson,75% (6/8),83% (5/6),0/0,13% (1/8),100% (1/1),4/4,1/1,0/0,1/1,0/0
2019 Roland Garros R64,L vs Kudermetova,33% (3/9),100% (3/3),2/6,70% (7/10),0% (0/7),1/3,0/0,0/1,0/0,0/1
2019 Roland Garros R64,L vs Kudermetova,33% (3/9),100% (3/3),2/6,70% (7/10),0% (0/7),1/3,0/0,0/1,0/0,0/1
2019 Roland Garros R128,W vs Albie,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),5/5,2/2,0/0,1/1,0/0
2019 W60 Fukuoka F,L vs Watson,50% (6/12),50% (3/6),1/2,25% (3/12),0% (0/3),2/3,0/1,2/2,0/0,1/1
2021 (6 matches),,37.5%,54.2%,10.0%,43.1%,14.3%,70.0%,100.0%,50.0%,100.0%,33.3%
2020 (4 matches),,44.2%,82.6%,38.9%,47.1%,16.7%,56.3%,66.7%,50.0%,100.0%,0.0%
2019 (31 matches),,48.9%,81.5%,34.1%,44.1%,25.4%,79.1%,68.6%,40.0%,78.6%,28.6%
2018 (31 matches),,46.9%,73.6%,31.2%,44.3%,22.4%,62.1%,81.8%,75.0%,85.7%,73.3%
2017 (41 matches),,51.0%,81.4%,33.6%,44.4%,31.5%,76.3%,79.4%,70.4%,82.4%,75.0%
Career (210 matches),,47.9%,78.4%,31.8%,45.8%,24.2%,67.7%,71.8%,60.8%,73.9%,56.3%
