Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 ITF Palma Del Rio R32,W vs Jorge,85.4%,56.1%,4.2%,0/2,2.22,2.6%,89.3%,56.0%,7.1%,2.20,3.1%,94.1%,56.3%,0.0%,2.34,0.0%
2021 Phillip Island Trophy R16,L vs Andreescu,68.4%,30.8%,21.1%,1/3,2.59,0.0%,69.2%,22.2%,15.4%,2.50,0.0%,80.0%,50.0%,40.0%,2.73,0.0%
2020 Australian Open R32,L vs Bertens,70.5%,37.2%,3.3%,0/2,2.29,15.6%,73.8%,32.3%,4.8%,2.21,21.7%,75.0%,50.0%,0.0%,2.49,0.0%
2019 Roland Garros R64,L vs Kudermetova,79.3%,47.8%,1.7%,0/1,2.53,0.0%,78.8%,50.0%,3.0%,2.57,0.0%,90.9%,45.0%,0.0%,2.28,0.0%
2019 Dubai R64,L vs Jakupovic,81.3%,45.9%,2.7%,2/0,2.22,2.1%,84.1%,43.2%,4.5%,2.29,3.2%,92.3%,50.0%,0.0%,2.07,0.0%
2017 Hong Kong R32,L vs Svitolina,57.4%,53.8%,4.4%,1/2,2.78,1.6%,56.8%,52.0%,4.5%,2.80,2.1%,70.0%,57.1%,5.0%,2.71,0.0%
2017 Tokyo F,W vs Kato,74.1%,58.1%,1.7%,1/0,2.53,2.6%,75.7%,57.1%,0.0%,2.41,4.0%,78.9%,60.0%,5.3%,2.78,0.0%
2017 Tokyo QF,W vs Putintseva,73.0%,63.1%,1.1%,1/0,2.51,9.3%,69.1%,65.8%,0.0%,2.51,12.2%,81.8%,59.3%,3.0%,2.50,0.0%
2016 Roland Garros R64,L vs Halep,76.8%,51.2%,8.9%,3/2,2.20,0.0%,86.2%,56.0%,13.8%,2.16,0.0%,75.0%,44.4%,4.2%,2.46,0.0%
2016 Indian Wells R64,L vs Azarenka,61.2%,33.3%,10.2%,2/3,3.06,4.0%,65.2%,20.0%,8.7%,2.98,5.7%,78.9%,46.7%,15.8%,3.25,0.0%
2015 Wimbledon R16,L vs Sharapova,66.2%,40.0%,19.1%,12/1,2.38,0.0%,73.1%,39.5%,11.5%,2.28,0.0%,77.8%,42.9%,77.8%,2.56,0.0%
2015 Roland Garros R64,L vs Van Uytvanck,77.3%,52.9%,0.0%,0/0,2.74,4.5%,75.7%,57.1%,0.0%,2.57,6.5%,85.2%,47.8%,0.0%,3.18,0.0%
2015 Stuttgart R32,W vs Lisicki,82.0%,61.0%,4.0%,2/0,2.55,2.8%,96.6%,60.7%,3.4%,2.53,3.6%,92.9%,61.5%,7.1%,2.64,0.0%
2015 Australian Open R32,L vs Sharapova,57.5%,39.1%,27.5%,7/4,2.56,0.0%,60.9%,35.7%,21.7%,2.39,0.0%,69.2%,44.4%,46.2%,2.80,0.0%
2015 Hobart QF,L vs Riske Amritraj,75.6%,48.4%,17.1%,3/4,2.60,7.0%,65.5%,52.6%,6.9%,2.80,12.0%,100.0%,41.7%,41.7%,2.31,0.0%
2014 Osaka F,L vs Stosur,73.0%,44.4%,2.7%,2/0,2.59,14.5%,72.7%,43.8%,2.3%,2.66,8.3%,78.6%,45.5%,3.6%,2.47,26.3%
2014 US Open R64,W vs Bellis,83.9%,54.8%,9.2%,6/2,2.42,5.4%,89.1%,53.1%,9.1%,2.36,5.0%,85.7%,58.3%,10.7%,2.71,7.1%
2014 Wimbledon R16,L vs Halep,61.5%,29.2%,0.0%,0/0,2.31,0.0%,47.4%,33.3%,0.0%,2.28,0.0%,83.3%,26.7%,0.0%,2.34,0.0%
2014 Australian Open R32,L vs Halep,72.0%,44.4%,4.0%,1/1,2.21,2.1%,72.0%,44.4%,0.0%,2.27,3.2%,81.8%,44.4%,9.1%,2.11,0.0%
Last 52 Weeks (1 matches),,85.4%,56.1%,4.2%,0.0%,2.22,2.6%,89.3%,56.0%,7.1%,2.20,3.1%,94.1%,56.3%,0.0%,2.34,0.0%
Career (19 matches),,73.2%,49.0%,6.5%,62.0%,2.48,4.4%,74.7%,48.6%,5.6%,2.45,5.2%,82.8%,49.7%,9.1%,2.56,2.3%
