Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 ITF Palma Del Rio R32,W vs Jorge,12.1%,27.6%,59.0%,8.6%,34.3%,65.6%,38.9%,41.2%,100.0%,36.4%,36.4%,28.6%,0.0%,57.1%,-,-104
2021 Phillip Island Trophy R16,L vs Andreescu,17.4%,17.4%,16.7%,21.4%,21.4%,9.1%,37.5%,16.7%,33.3%,12.5%,12.5%,28.6%,0.0%,60.0%,100.0%,9
2020 Australian Open R32,L vs Bertens,15.2%,25.3%,48.4%,20.7%,29.3%,47.8%,51.6%,40.7%,50.0%,0.0%,16.7%,50.0%,28.6%,45.5%,100.0%,-119
2019 Roland Garros R64,L vs Kudermetova,16.7%,20.0%,31.3%,12.5%,16.7%,31.0%,44.0%,43.5%,33.3%,40.0%,40.0%,33.3%,25.0%,66.7%,-,97
2019 Dubai R64,L vs Jakupovic,24.2%,25.8%,35.4%,23.8%,26.2%,34.4%,60.9%,36.8%,0.0%,27.3%,27.3%,37.5%,25.0%,42.9%,50.0%,-3
2017 Hong Kong R32,L vs Svitolina,22.1%,32.6%,42.6%,23.8%,36.5%,37.5%,73.3%,21.2%,16.7%,23.5%,29.4%,61.5%,14.3%,40.0%,100.0%,81
2017 Tokyo F,W vs Kato,26.7%,40.0%,61.0%,28.9%,39.5%,59.3%,47.4%,10.5%,0.0%,26.3%,47.4%,64.3%,71.4%,25.0%,0.0%,61
2017 Tokyo QF,W vs Putintseva,26.3%,33.8%,56.4%,30.0%,38.3%,57.1%,64.3%,18.8%,0.0%,18.8%,25.0%,53.8%,85.7%,11.1%,-,54
2016 Roland Garros R64,L vs Halep,15.6%,16.9%,36.5%,12.9%,14.5%,40.7%,22.2%,65.7%,80.0%,30.8%,30.8%,11.1%,25.0%,40.0%,33.3%,57
2016 Indian Wells R64,L vs Azarenka,19.1%,23.5%,37.3%,20.0%,26.7%,44.4%,40.0%,20.0%,60.0%,21.1%,21.1%,20.0%,66.7%,0.0%,0.0%,81
2015 Wimbledon R16,L vs Sharapova,27.6%,36.8%,41.2%,34.7%,46.9%,43.8%,62.5%,20.0%,16.7%,17.4%,21.7%,36.8%,44.4%,35.7%,50.0%,52
2015 Roland Garros R64,L vs Van Uytvanck,21.3%,29.5%,51.1%,27.3%,38.6%,62.5%,39.1%,4.8%,33.3%,7.1%,7.1%,23.1%,40.0%,55.6%,100.0%,-51
2015 Stuttgart R32,W vs Lisicki,19.1%,23.4%,58.3%,17.6%,23.5%,57.1%,42.1%,0.0%,0.0%,27.3%,27.3%,62.5%,25.0%,14.3%,0.0%,82
2015 Australian Open R32,L vs Sharapova,12.5%,18.8%,32.5%,17.9%,25.0%,26.1%,26.7%,30.8%,66.7%,5.6%,11.1%,41.2%,25.0%,0.0%,0.0%,-61
2015 Hobart QF,L vs Riske Amritraj,14.8%,20.4%,25.6%,21.9%,28.1%,32.0%,26.3%,46.2%,50.0%,5.3%,10.5%,16.7%,62.5%,0.0%,0.0%,-66
2014 Osaka F,L vs Stosur,25.0%,31.6%,47.3%,33.3%,42.6%,58.3%,52.4%,24.2%,25.0%,5.0%,5.0%,26.3%,10.0%,60.0%,-,-66
2014 US Open R64,W vs Bellis,14.0%,16.1%,50.0%,14.3%,17.1%,51.7%,41.9%,12.8%,0.0%,17.6%,17.6%,42.9%,12.5%,22.2%,0.0%,31
2014 Wimbledon R16,L vs Halep,16.1%,23.2%,33.3%,22.9%,28.6%,25.9%,29.4%,5.6%,0.0%,5.3%,15.8%,44.4%,20.0%,11.1%,0.0%,-64
2014 Australian Open R32,L vs Halep,5.6%,9.3%,41.7%,8.8%,14.7%,45.2%,20.0%,21.4%,0.0%,0.0%,0.0%,35.3%,20.0%,16.7%,-,-119
Last 52 Weeks (1 matches),,12.1%,27.6%,59.0%,8.6%,34.3%,65.6%,38.9%,41.2%,100.0%,36.4%,36.4%,28.6%,0.0%,57.1%,-,-104
Career (19 matches),,18.9%,25.5%,43.2%,21.4%,29.2%,45.3%,44.9%,26.3%,30.1%,16.1%,20.6%,37.9%,33.6%,30.0%,32.3%,39
