Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,1.7%,5.0%,68.3%,61.0%,31.6%,51.7%,36.4%,43.7%,0.75,R128 (Australian Open)
2025,7,6,1,85.7%,11-4,73.3%,81-55,59.6%,1-1,50.0%,6,71.2%,40.0%,2.6%,3.6%,67.8%,62.7%,50.4%,58.8%,46.7%,53.0%,1.13,W (W35+H Tauste)
2024,3,1,2,33.3%,2-5,28.6%,27-39,40.9%,1-0,100.0%,2,33.3%,29.4%,0.0%,2.4%,72.0%,47.8%,31.4%,43.2%,40.5%,41.9%,0.71,
2022,1,0,1,0.0%,1-2,33.3%,14-19,42.4%,1-1,50.0%,1,73.3%,12.5%,0.0%,1.0%,70.2%,56.2%,67.7%,59.6%,33.6%,45.9%,0.83,R128 (Australian Open)
2021,30,13,17,43.3%,28-37,43.1%,278-323,46.3%,2-1,66.7%,29,63.1%,30.3%,2.2%,4.6%,67.6%,61.1%,43.6%,55.4%,42.3%,48.8%,0.95,QF (Lausanne)
2020,13,5,8,38.5%,14-20,41.2%,156-172,47.6%,1-4,20.0%,13,59.9%,35.8%,1.8%,3.0%,72.5%,56.0%,47.6%,53.7%,43.9%,48.9%,0.95,QF (Shenzhen)
2019,25,10,15,40.0%,27-29,48.2%,239-258,48.1%,1-1,50.0%,25,61.4%,34.3%,1.6%,4.0%,69.8%,59.3%,45.2%,55.0%,44.0%,49.5%,0.98,QF (Washington)
2018,36,16,20,44.4%,37-41,47.4%,376-368,50.5%,2-4,33.3%,36,65.6%,35.1%,3.3%,4.5%,66.6%,61.9%,46.2%,56.7%,43.7%,50.2%,1.01,QF (3x)
2017,14,9,5,64.3%,19-13,59.4%,163-134,54.9%,1-3,25.0%,14,70.9%,41.4%,4.3%,4.2%,69.0%,64.2%,44.6%,58.1%,46.0%,52.2%,1.10,W (Tokyo )
2016,22,10,12,45.5%,24-26,48.0%,226-225,50.1%,1-3,25.0%,20,61.0%,35.5%,3.6%,3.6%,70.7%,60.0%,42.7%,54.9%,44.4%,49.7%,0.99,R16 (4x)
2015,46,19,27,41.3%,47-55,46.1%,459-495,48.1%,4-5,44.4%,41,53.3%,40.1%,1.7%,4.6%,70.9%,57.7%,46.9%,54.6%,44.2%,49.5%,0.97,QF (2x)
2014,34,20,14,58.8%,43-33,56.6%,373-340,52.3%,7-4,63.6%,32,-,-,2.3%,4.4%,68.1%,58.9%,47.4%,55.2%,45.9%,50.6%,1.03,F (Osaka)
2013,2,1,1,50.0%,2-3,40.0%,29-26,52.7%,0-2,0.0%,2,-,-,4.5%,3.4%,69.3%,69.7%,55.6%,65.3%,36.9%,51.5%,1.06,R16 (Kuala Lumpur)
2012,2,0,2,0.0%,0-4,0.0%,11-25,30.6%,0-0,-,2,-,-,0.0%,12.5%,42.5%,58.8%,29.0%,41.7%,43.2%,42.4%,0.74,R32 (2x)
2011,8,4,4,50.0%,9-9,50.0%,85-78,52.1%,0-1,0.0%,5,-,-,3.5%,5.7%,62.2%,61.1%,41.0%,53.5%,41.0%,47.5%,0.88,R16 (Guangzhou)
2010,6,2,4,33.3%,6-9,40.0%,64-79,44.8%,3-1,75.0%,6,-,-,2.2%,7.0%,59.1%,61.0%,41.7%,53.1%,40.8%,47.3%,0.87,QF (Moscow)
2009,3,2,1,66.7%,4-2,66.7%,29-23,55.8%,0-0,-,2,-,-,4.8%,4.0%,53.2%,69.7%,41.4%,56.5%,58.8%,57.5%,1.35,QF (Prague)
Career,253,118,135,46.6%,274-294,48.2%,2616-2671,49.5%,25-31,44.6%,237,61.7%,35.4%,2.5%,4.4%,68.4%,59.9%,45.4%,55.3%,44.0%,49.7%,0.98,
