Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 ITF Palma Del Rio R32,W vs Jorge,4.6,4.2,5.2,67.3%,48.1%,72.7%,38.5%,45.2%,12.3%,14.0,15.6,9.5,9.5
2021 Phillip Island Trophy R16,L vs Andreescu,3.4,3.1,3.7,32.0%,23.1%,0.0%,50.0%,45.0%,6.1%,-2.5,-10.0,-7.5,-26.8
2020 Australian Open R32,L vs Bertens,5.8,6.2,5.4,49.2%,42.9%,36.8%,40.7%,61.0%,13.2%,0.0,0.0,0.0,0.0
2019 Roland Garros R64,L vs Kudermetova,4.6,5.1,4.2,41.8%,54.3%,33.3%,10.0%,51.1%,14.2%,-5.5,-5.0,-7.5,-8.2
2019 Dubai R64,L vs Jakupovic,4.9,4.3,5.4,50.0%,50.0%,26.7%,44.4%,50.8%,5.9%,-12.5,-8.4,-6.0,-4.3
2017 Hong Kong R32,L vs Svitolina,3.3,3.4,3.3,43.8%,43.6%,53.8%,66.7%,50.0%,4.8%,2.0,1.9,-2.0,-2.1
2017 Tokyo F,W vs Kato,4.2,4.0,4.4,60.9%,54.5%,52.9%,50.0%,52.9%,7.1%,17.5,16.5,2.0,2.3
2017 Tokyo QF,W vs Putintseva,5.2,5.0,5.4,53.6%,60.6%,70.0%,46.9%,52.6%,8.3%,15.5,8.3,11.5,7.1
2016 Roland Garros R64,L vs Halep,5.3,5.3,5.3,39.7%,52.8%,41.2%,50.0%,50.5%,7.1%,-5.5,-3.8,-4.5,-3.3
2016 Indian Wells R64,L vs Azarenka,4.3,4.4,4.0,45.2%,27.6%,46.2%,53.8%,50.2%,9.8%,6.5,6.6,-8.0,-9.2
2015 Wimbledon R16,L vs Sharapova,3.7,3.9,3.5,49.4%,32.4%,50.0%,60.0%,44.0%,14.5%,9.0,10.0,2.0,2.0
2015 Roland Garros R64,L vs Van Uytvanck,3.8,3.9,3.8,51.5%,48.7%,58.8%,33.3%,41.5%,6.8%,6.0,8.1,0.5,0.5
2015 Stuttgart R32,W vs Lisicki,4.3,4.8,3.8,75.0%,39.1%,76.9%,44.4%,58.4%,14.9%,9.5,9.4,0.5,0.9
2015 Australian Open R32,L vs Sharapova,4.0,4.6,3.3,32.7%,37.5%,57.1%,16.7%,45.9%,13.9%,5.0,8.2,5.0,8.1
2015 Hobart QF,L vs Riske Amritraj,4.1,3.8,4.5,31.4%,38.5%,36.4%,57.1%,63.1%,8.5%,-3.0,-3.1,-1.5,-2.8
2014 Osaka F,L vs Stosur,4.4,4.3,4.5,55.8%,36.4%,46.4%,25.0%,48.0%,6.3%,-0.5,-0.4,1.5,1.2
2014 US Open R64,W vs Bellis,5.6,5.3,5.8,50.7%,51.1%,47.1%,64.3%,56.1%,5.1%,4.0,1.6,3.5,1.9
2014 Wimbledon R16,L vs Halep,4.2,4.8,3.3,41.2%,21.7%,36.4%,30.0%,58.2%,14.1%,-10.5,-10.7,-7.0,-11.7
2014 Australian Open R32,L vs Halep,5.4,5.9,4.8,32.7%,44.0%,60.0%,47.1%,60.4%,5.1%,-6.5,-4.4,-2.5,-2.8
Last 52 Weeks (1 matches),,4.6,4.2,5.2,67.3%,48.1%,72.7%,38.5%,45.2%,12.3%,14.0,15.6,9.5,9.5
Career (19 matches),,4.6,4.6,4.5,48.5%,44.0%,49.1%,45.8%,52.5%,9.0%,2.2,1.9,-0.6,-0.6
