Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,35,20,15,57.1%,46-29,61.3%,343-296,53.7%,2-0,100.0%,34,62.4%,44.2%,1.5%,2.4%,72.6%,58.8%,46.7%,55.5%,48.1%,51.8%,1.08,W (W50 Kurume+H)
2024,13,9,4,69.2%,18-10,64.3%,139-121,53.5%,4-0,100.0%,2,58.3%,20.0%,3.1%,2.5%,72.0%,57.8%,51.1%,55.9%,40.9%,48.1%,0.93,W (W50 Kayseri)
2021,11,7,4,63.6%,17-10,63.0%,136-111,55.1%,1-1,50.0%,3,56.8%,44.2%,1.3%,5.0%,69.8%,58.2%,41.1%,53.0%,47.9%,50.5%,1.02,F (W80 Macon GA)
2020,5,5,0,100.0%,10-0,100.0%,62-25,71.3%,1-0,100.0%,0,,,,,,,,,,,,W (W25 Hong Kong)
2019,21,16,5,76.2%,34-12,73.9%,252-157,61.6%,3-3,50.0%,5,70.5%,38.6%,0.6%,4.3%,68.3%,64.1%,40.2%,56.5%,44.2%,50.7%,1.02,W (W80 Gifu)
2018,2,1,1,50.0%,3-3,50.0%,26-24,52.0%,0-0,-,2,64.0%,40.0%,3.0%,4.8%,67.9%,63.2%,42.6%,56.5%,46.5%,51.5%,1.07,R16 (Chicago)
2017,34,24,10,70.6%,49-22,69.0%,373-269,58.1%,3-0,100.0%,4,65.1%,48.8%,1.5%,7.3%,70.3%,65.1%,37.0%,56.8%,48.9%,52.9%,1.13,W (2x)
2016,7,5,2,71.4%,11-4,73.3%,77-45,63.1%,0-0,-,0,,,,,,,,,,,,SF (Trnava $100K)
2014,16,13,3,81.3%,26-10,72.2%,185-117,61.3%,1-1,50.0%,0,,,,,,,,,,,,W (Quanzhou 50K)
2013,35,24,11,68.6%,54-25,68.4%,409-290,58.5%,3-3,50.0%,0,,,,,,,,,,,,W (Makinohara 25K)
2012,26,16,10,61.5%,35-24,59.3%,284-227,55.6%,3-1,75.0%,0,,,,,,,,,,,,W (Bukhara 25K)
2011,12,8,4,66.7%,20-9,69.0%,157-108,59.2%,3-2,60.0%,0,,,,,,,,,,,,F (Kunming 25K)
2010,22,15,7,68.2%,33-16,67.3%,253-181,58.3%,1-3,25.0%,0,,,,,,,,,,,,F (Rome Tevere Remo 25K)
2009,19,13,6,68.4%,27-14,65.9%,205-152,57.4%,2-1,66.7%,0,,,,,,,,,,,,W (Stuttgart 25K)
2008,5,5,0,100.0%,10-2,83.3%,68-38,64.2%,0-0,-,0,,,,,,,,,,,,W (Astana 25K)
Career,263,181,82,68.8%,393-190,67.4%,2969-2161,57.9%,27-15,64.3%,50,62.7%,42.7%,1.5%,3.4%,71.5%,59.9%,44.6%,55.6%,47.3%,51.5%,1.06,
