Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 ITF Palma Del Rio R32,W vs Jorge,0.0%,-,3.8%,75.0%,19.5%,17.1%,0.0%,9.6%,33.3%,2.4%,20.0%,-30,-50
2021 Phillip Island Trophy R16,L vs Andreescu,0.0%,-,0.0%,0.0%,5.9%,0.0%,0.0%,0.0%,0.0%,0.0%,-,93,63
2020 Australian Open R32,L vs Bertens,0.0%,-,14.3%,65.0%,8.4%,11.4%,0.0%,3.5%,11.8%,1.4%,40.0%,-87,-66
2019 Roland Garros R64,L vs Kudermetova,0.0%,-,5.1%,66.7%,5.5%,10.3%,0.0%,4.2%,18.2%,0.9%,100.0%,-40,-40
2019 Dubai R64,L vs Jakupovic,0.0%,-,7.1%,70.0%,6.2%,9.1%,100.0%,0.0%,0.0%,0.3%,0.0%,-48,-31
2017 Hong Kong R32,L vs Svitolina,0.0%,-,8.4%,84.6%,18.3%,29.7%,0.0%,7.2%,15.8%,1.4%,0.0%,156,115
2017 Tokyo F,W vs Kato,0.0%,-,5.1%,33.3%,17.0%,34.5%,0.0%,8.5%,20.0%,1.0%,50.0%,48,52
2017 Tokyo QF,W vs Putintseva,0.0%,-,15.4%,69.2%,12.5%,18.0%,25.0%,6.0%,11.8%,0.8%,66.7%,-15,-3
2016 Roland Garros R64,L vs Halep,0.0%,-,6.0%,75.0%,9.3%,8.9%,100.0%,5.2%,20.0%,1.6%,20.0%,-18,-16
2016 Indian Wells R64,L vs Azarenka,0.0%,-,7.7%,66.7%,13.3%,23.3%,100.0%,5.6%,11.8%,1.0%,0.0%,-12,-9
2015 Wimbledon R16,L vs Sharapova,0.0%,-,2.1%,33.3%,18.3%,26.1%,0.0%,9.6%,24.1%,2.9%,16.7%,-48,-9
2015 Roland Garros R64,L vs Van Uytvanck,0.0%,-,4.7%,83.3%,16.1%,20.0%,0.0%,9.1%,23.1%,2.5%,40.0%,-20,-6
2015 Stuttgart R32,W vs Lisicki,0.0%,-,6.2%,66.7%,6.8%,5.0%,0.0%,4.8%,33.3%,3.4%,50.0%,-84,-69
2015 Australian Open R32,L vs Sharapova,0.0%,-,3.4%,33.3%,13.7%,18.2%,0.0%,12.0%,27.3%,0.8%,0.0%,-65,-77
2015 Hobart QF,L vs Riske Amritraj,0.0%,-,9.5%,77.8%,13.1%,21.2%,0.0%,2.7%,5.3%,0.6%,0.0%,68,43
2014 Osaka F,L vs Stosur,0.0%,-,8.7%,76.9%,8.2%,12.5%,0.0%,9.9%,25.0%,0.0%,-,-10,5
2014 US Open R64,W vs Bellis,0.0%,-,5.6%,70.0%,6.3%,7.2%,0.0%,4.5%,10.7%,0.2%,100.0%,-95,-76
2014 Wimbledon R16,L vs Halep,0.0%,-,4.2%,50.0%,7.4%,14.3%,0.0%,5.6%,16.7%,0.6%,100.0%,63,30
2014 Australian Open R32,L vs Halep,0.0%,-,5.8%,83.3%,6.6%,13.2%,33.3%,3.8%,4.2%,0.4%,100.0%,-32,-41
Last 52 Weeks (1 matches),,0.0%,-,3.8%,75.0%,19.5%,17.1%,0.0%,9.6%,33.3%,2.4%,20.0%,-30,-50
Career (19 matches),,0.0%,-,7.0%,69.1%,10.5%,15.4%,50.0%,5.9%,15.6%,1.1%,36.0%,-21,-16
