Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,80,30,50,37.5%,81-128,38.8%,936-1089,46.2%,14-15,48.3%,73,74.7%,16.6%,6.4%,4.4%,56.0%,71.6%,47.2%,60.9%,34.4%,47.8%,0.88
Clay,239,127,112,53.1%,301-278,52.0%,2810-2736,50.7%,40-41,49.4%,212,72.7%,26.8%,5.3%,3.5%,55.7%,69.9%,48.0%,60.2%,40.2%,50.0%,1.01
Grass,15,5,10,33.3%,19-25,43.2%,196-225,46.6%,5-1,83.3%,15,76.6%,16.2%,7.7%,5.2%,61.7%,74.2%,44.7%,62.9%,34.5%,49.0%,0.93
Carpet,18,1,17,5.6%,7-37,15.9%,174-259,40.2%,3-6,33.3%,14,78.0%,7.7%,8.8%,3.2%,58.3%,71.7%,51.2%,63.1%,29.2%,46.2%,0.79
Grand Slams,35,11,24,31.4%,47-79,37.3%,554-653,45.9%,10-7,58.8%,35,74.7%,17.6%,6.7%,4.3%,59.1%,73.4%,45.2%,61.9%,36.1%,48.9%,0.95
Masters,36,16,20,44.4%,40-45,47.1%,396-414,48.9%,4-7,36.4%,36,74.4%,23.9%,5.6%,4.0%,54.6%,71.4%,49.0%,61.3%,38.7%,49.8%,1.00
Other Tours,251,116,135,46.2%,262-311,45.7%,2691-2875,48.3%,43-44,49.4%,243,73.3%,23.8%,5.7%,3.7%,55.8%,69.9%,48.1%,60.3%,38.3%,49.2%,0.96
Best of 5,56,24,32,42.9%,91-107,46.0%,924-945,49.4%,14-13,51.9%,36,74.5%,17.5%,6.8%,4.3%,58.8%,73.5%,45.2%,61.8%,36.1%,48.8%,0.94
Best of 3,296,139,157,47.0%,317-361,46.8%,3192-3364,48.7%,48-50,49.0%,278,73.5%,23.8%,5.7%,3.7%,55.7%,70.0%,48.3%,60.4%,38.4%,49.3%,0.97
Finals,6,2,4,33.3%,3-9,25.0%,45-67,40.2%,0-1,0.0%,6,66.7%,17.2%,6.3%,4.3%,52.4%,66.1%,43.4%,55.3%,37.3%,45.6%,0.83
Semi-finals,14,6,8,42.9%,14-19,42.4%,148-173,46.1%,2-3,40.0%,14,66.7%,26.3%,3.7%,2.2%,56.7%,66.7%,47.3%,58.3%,39.6%,48.8%,0.95
Quarter-finals,32,14,18,43.8%,33-42,44.0%,355-387,47.8%,3-9,25.0%,30,72.8%,24.6%,5.6%,3.7%,57.3%,69.7%,45.8%,59.5%,38.1%,48.9%,0.94
vs Righties,282,134,148,47.5%,332-377,46.8%,3326-3491,48.8%,48-51,48.5%,253,73.9%,23.0%,5.8%,3.7%,56.3%,70.7%,47.8%,60.7%,38.2%,49.4%,0.97
vs Lefties,66,25,41,37.9%,66-91,42.0%,730-803,47.6%,14-12,53.8%,61,72.4%,21.7%,6.2%,4.2%,56.1%,70.3%,47.5%,60.3%,37.1%,48.7%,0.94
vs Top 10,29,8,21,27.6%,24-52,31.6%,315-417,43.0%,6-5,54.5%,27,73.1%,14.0%,5.4%,4.2%,56.1%,71.0%,46.2%,60.2%,33.3%,47.1%,0.84
