Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2003,990,6,,,,,,,,,395,105,,
2002,479,42,,,,,,,,,421,80,,
2001,203,185,148,1617,140,1571,105,1631,,,491,71,,
2000,57,725,67,1775,70,1709,45,1791,76,1601,251,195,,
1999,31,874,24,1894,66,1716,16,1891,50,1675,189,323,,
1998,72,507,86,1748,109,1618,59,1758,90,1578,280,199,,
1997,55,527,96,1740,134,1589,68,1737,72,1616,141,498,,
1996,56,637,84,1781,125,1631,57,1781,75,1629,252,217,,
1995,73,,87,1763,104,1672,69,1759,,,211,245,,
1994,88,,189,1580,180,1535,176,1557,112,1551,262,192,,
1993,205,,216,1503,200,1489,193,1517,,,443,76,,
1992,437,,,,,,,,,,663,21,,
1991,447,,,,,,,,,,500,47,,
1990,340,,,,,,,,,,766,9,,
1989,828,,,,,,,,,,1056,,,
