Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,12,5,7,41.7%,6,4,2,66.7%,1995,2001,R32,12,0.89,7.0%,4.5%,57.1%,74.0%,46.4%,62.2%,33.8%,57.4%,34.2%
Roland Garros,6,Clay,8,2,6,25.0%,5,2,3,40.0%,1996,2001,R32,8,1.06,5.6%,3.1%,59.3%,72.1%,47.5%,62.1%,40.2%,54.2%,29.8%
Wimbledon,5,Grass,7,2,5,28.6%,3,3,0,100.0%,1994,2000,R64,7,0.92,7.4%,4.6%,62.9%,74.5%,41.1%,62.1%,34.9%,53.7%,40.4%
US Open,6,Hard,8,2,6,25.0%,3,1,2,33.3%,1994,2001,R64,8,0.92,6.7%,5.0%,58.0%,72.7%,45.1%,61.2%,35.7%,55.7%,41.3%
Olympics,2,,5,3,2,60.0%,2,1,1,50.0%,1992,2000,QF,0,,,,,,,,,,
Davis Cup,11,,30,20,10,66.7%,10,5,5,50.0%,1990,2001,,0,,,,,,,,,,
Casablanca,11,Clay,25,14,11,56.0%,11,6,5,54.5%,1990,2002,F,24,1.05,4.7%,3.2%,57.9%,68.2%,47.8%,59.6%,42.5%,59.8%,40.4%
Doha,7,Hard,17,8,9,47.1%,4,2,2,50.0%,1994,2002,SF,16,0.85,6.2%,3.2%,58.6%,68.2%,45.7%,58.9%,34.8%,55.0%,39.0%
Bologna,6,Clay,18,12,6,66.7%,7,5,2,71.4%,1993,1998,F,18,1.05,6.3%,3.2%,55.4%,70.8%,49.3%,61.2%,40.6%,56.3%,39.3%
Monte Carlo Masters,6,Clay,12,6,6,50.0%,1,1,0,100.0%,1994,2001,SF,12,1.00,4.5%,3.4%,57.7%,67.0%,46.7%,58.5%,41.5%,56.2%,40.7%
Barcelona,5,Clay,15,10,5,66.7%,4,1,3,25.0%,1996,2000,F,15,1.11,4.6%,1.6%,61.2%,68.6%,51.6%,62.0%,42.3%,46.9%,51.4%
Palermo,5,Clay,14,10,4,71.4%,2,0,2,0.0%,1994,2001,W,14,1.09,5.0%,3.1%,59.9%,70.8%,49.0%,62.1%,41.3%,65.4%,38.1%
