Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,44.4%,30.0%,0.0%,6.9%,61.1%,54.5%,35.7%,47.2%,43.8%,45.6%,0.83,R32 (W35 Bradenton FL)
2025,12,4,8,33.3%,9-16,36.0%,102-127,44.5%,1-0,100.0%,11,50.4%,38.5%,0.8%,6.4%,61.3%,55.0%,45.0%,51.1%,45.8%,48.5%,0.94,QF (W35 Florence)
2024,24,10,14,41.7%,23-27,46.0%,230-237,49.3%,4-2,66.7%,2,72.0%,11.5%,2.7%,4.9%,68.1%,61.3%,46.6%,56.6%,36.0%,46.2%,0.83,F (W75 Templeton CA)
2023,2,1,1,50.0%,3-2,60.0%,23-20,53.5%,0-0,-,0,,,,,,,,,,,,R16 (W60 Sumter SC)
2022,6,3,3,50.0%,6-6,50.0%,46-48,48.9%,0-0,-,0,,,,,,,,,,,,QF (W60 Orlando FL)
2021,23,13,10,56.5%,30-25,54.5%,277-257,51.9%,4-4,50.0%,5,39.1%,40.6%,0.9%,8.3%,53.5%,49.6%,45.8%,47.8%,46.0%,47.0%,0.88,W (W60 Berkeley CA)
2020,4,1,3,25.0%,3-5,37.5%,29-39,42.6%,0-1,0.0%,3,44.8%,46.7%,0.4%,6.7%,64.1%,50.3%,40.0%,46.6%,47.3%,46.9%,0.89,R32 (3x)
2019,60,43,17,71.7%,89-47,65.4%,684-537,56.0%,5-3,62.5%,8,72.1%,52.2%,2.1%,5.1%,57.4%,64.8%,52.5%,59.5%,50.6%,55.1%,1.25,W (3x)
2018,37,16,21,43.2%,37-46,44.6%,365-401,47.7%,4-7,36.4%,0,,,,,,,,,,,,SF (Osprey FL $25K)
2017,57,32,25,56.1%,70-62,53.0%,615-586,51.2%,6-8,42.9%,1,72.7%,18.2%,0.0%,3.8%,69.2%,55.6%,50.0%,53.8%,33.8%,44.5%,0.73,F (Pelham AL $25K)
2016,27,10,17,37.0%,23-34,40.4%,230-265,46.5%,1-0,100.0%,2,38.9%,50.0%,0.8%,6.6%,62.3%,46.1%,50.0%,47.5%,49.2%,48.3%,0.94,QF (2x)
2015,23,15,8,65.2%,30-20,60.0%,252-209,54.7%,3-1,75.0%,0,,,,,,,,,,,,W (Saint Martin Guadeloupe $10K)
2014,11,5,6,45.5%,11-13,45.8%,112-119,48.5%,1-5,16.7%,0,,,,,,,,,,,,SF (Austin TX 10K)
2013,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Hilton Head Island SC 10K)
Career,288,153,135,53.1%,334-307,52.1%,2978-2869,50.9%,29-31,48.3%,33,53.7%,39.9%,1.1%,6.4%,60.2%,55.4%,46.4%,51.8%,45.8%,48.9%,0.95,
