Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),478,113,,,,,,,,,148,560,,
2025,581,80,,,,,,,,,148,538
2024,977,20,,,,,,,,,,
2023,412,142,,,,,,,,,,
2022,1000,13,,,,,,,,,,
2021,318,205,119,1665,83,1691,125,1579,73,1611,,
2020,79,929,,,,,,,,,,
2019,52,1079,29,1878,30,1836,47,1722,37,1716,,
2018,39,1206,16,1984,14,1941,20,1838,9,1839,198,345
2017,5,5597,6,2026,7,1965,13,1874,5,1865,,
2016,17,2240,14,1973,15,1918,17,1835,13,1799,30,2241
2015,7,3790,8,2057,7,2013,18,1874,16,1804,,
2014,18,2270,11,1987,11,1935,19,1829,20,1753,131,561
2013,47,1147,17,1960,17,1900,25,1815,,,64,1405
2012,24,1650,15,1978,16,1905,21,1831,26,1747,31,2280
2011,102,660,,,,,,,,,,
2010,5,4985,8,2074,8,2018,3,2003,2,1976,11,5500
2009,6,5126,4,2125,4,2062,8,1985,2,2005,,
2008,6,3272,4,2202,4,2128,9,2011,1,2035,,
2007,8,2470,8,2124,10,2040,10,1967,3,1959,,
2006,46,447,24,1960,23,1890,14,1931,9,1866,,
2005,10,2628,6,2242,6,2164,5,2119,2,2080,,
2004,9,2400,7,2209,7,2128,4,2140,4,2010,,
2003,11,2211,2,2414,2,2351,4,2227,2,2195,,
2002,2,5140,2,2427,2,2371,2,2233,1,2197,,
2001,3,4128,1,2443,1,2390,2,2185,1,2209,,
2000,3,3694,2,2404,2,2341,3,2165,2,2130,,
1999,3,4378,4,2376,3,2306,2,2239,4,2041,,
1998,5,3262,3,2273,3,2203,6,2097,8,1941,,
1997,22,1173,15,2064,13,1992,25,1874,22,1798,,
1996,216,83,,,,,,,,,,
1995,205,6,,,,,,,,,,
