Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R128,L vs Minnen,95.0,101.3,10.3,100.6,102.0,114,82,85.2,5.2,88.5,85.0,94,72
2023 Wimbledon R128,L vs Svitolina,97.9,104.0,8.4,103.1,97.8,117,88,89.0,4.4,88.5,,97,79
2022 US Open R128,L vs Van Uytvanck,90.1,99.9,11.0,96.4,95.6,118,83,72.7,7.3,69.0,82.0,102,61
2021 Wimbledon R64,L vs Jabeur,91.9,100.6,7.9,99.8,100.8,112,84,77.1,5.3,79.3,,89,68
2021 Wimbledon R128,W vs Buzarnescu,90.6,98.6,9.7,99.6,93.5,114,83,76.8,5.8,72.9,79.0,89,65
2019 US Open R64,L vs Svitolina,94.1,102.7,11.2,103.8,95.0,118,69,77.2,8.8,72.0,,105,65
2019 US Open R128,W vs Zheng,96.1,106.2,9.3,,,121,85,76.5,5.8,,,87,66
2019 Wimbledon R128,L vs Gauff,100.5,106.7,6.7,105.3,104.0,118,93,85.5,3.2,,,92,79
2019 Roland Garros R128,L vs Svitolina,96.6,101.6,6.0,,,116,90,80.7,5.1,,,90,71
2018 US Open R32,L vs Williams,94.7,102.6,10.4,100.3,107.0,117,84,79.0,4.2,79.5,,86,72
2018 US Open R64,W vs Giorgi,95.8,103.7,8.7,103.9,97.5,119,83,82.6,6.9,85.7,,99,71
2018 US Open R128,W vs Kuznetsova,90.8,99.2,9.3,100.6,89.0,120,76,77.2,6.2,78.7,78.0,98,67
2018 Wimbledon R32,L vs Bertens,98.7,104.6,8.3,103.4,102.7,119,89,88.4,6.7,88.8,84.0,100,67
2018 Wimbledon R64,W vs Dulgheru,97.9,106.1,9.2,104.9,106.7,118,88,85.1,4.4,83.3,88.5,93,76
2018 Wimbledon R128,W vs Larsson,97.3,105.8,10.0,105.4,105.5,123,85,81.3,4.4,81.0,85.0,92,74
2017 US Open SF,L vs Stephens,97.9,104.0,7.8,108.4,92.5,116,89,84.7,4.6,83.0,,92,76
2017 US Open QF,W vs Kvitova,97.6,104.8,9.3,107.0,95.0,120,76,85.1,6.8,79.0,86.5,98,69
2017 US Open R32,W vs Sakkari,93.6,99.7,7.3,100.7,99.0,113,83,82.5,7.2,86.0,83.0,93,70
2017 US Open R64,W vs Dodin,96.7,104.1,5.7,106.6,103.4,116,90,83.1,8.7,81.0,,99,66
2017 US Open R128,W vs Hruncakova,97.6,104.6,6.3,105.6,98.8,121,91,86.2,7.7,89.0,,100,74
Career (95 matches),,96.2,104.5,8.0,104.6,99.0,126,69,81.9,5.7,80.9,83.8,106,61
