Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,6,0,6,0.0%,3-12,20.0%,59-90,39.6%,2-0,100.0%,6,59.7%,18.7%,5.3%,6.2%,60.8%,64.2%,40.3%,54.8%,36.9%,46.0%,0.82,R32 (3x)
2025,4,1,3,25.0%,3-6,33.3%,34-45,43.0%,0-0,-,4,50.0%,35.9%,5.6%,8.8%,54.8%,65.0%,31.0%,49.6%,41.8%,45.7%,0.83,R16 (Washington)
2024,2,0,2,0.0%,1-4,20.0%,15-26,36.6%,0-0,-,2,38.1%,35.0%,5.8%,10.3%,59.6%,60.2%,30.2%,48.1%,41.1%,45.1%,0.79,R128 (2x)
2023,10,3,7,30.0%,10-15,40.0%,109-134,44.9%,3-1,75.0%,10,60.3%,28.0%,4.5%,5.5%,60.7%,64.1%,39.6%,54.5%,40.7%,47.6%,0.89,R16 (2x)
2022,4,0,4,0.0%,1-8,11.1%,29-54,34.9%,0-1,0.0%,4,56.1%,14.3%,4.4%,11.5%,56.8%,65.5%,32.0%,51.0%,34.7%,43.1%,0.71,R32 (Washington)
2021,12,3,9,25.0%,8-19,29.6%,101-144,41.2%,0-2,0.0%,12,57.0%,25.4%,4.7%,6.1%,62.3%,61.5%,38.3%,52.8%,39.5%,46.5%,0.84,R32 (4x)
2020,9,1,8,11.1%,6-16,27.3%,97-122,44.3%,0-3,0.0%,9,59.6%,29.9%,3.6%,7.9%,57.6%,63.4%,40.6%,53.7%,41.5%,47.8%,0.90,R16 (Lexington)
2019,34,19,15,55.9%,42-39,51.9%,390-386,50.3%,6-3,66.7%,34,63.7%,36.0%,2.3%,4.7%,62.9%,62.8%,43.7%,55.7%,43.5%,49.8%,0.98,QF (4x)
2018,28,17,11,60.7%,38-29,56.7%,344-309,52.7%,3-3,50.0%,28,67.3%,37.9%,2.8%,6.0%,60.4%,64.0%,46.4%,57.0%,44.8%,51.0%,1.04,SF (Indian Wells)
2017,53,38,15,71.7%,82-39,67.8%,635-513,55.3%,11-3,78.6%,51,68.3%,40.5%,4.7%,7.0%,61.3%,67.7%,44.9%,58.9%,45.6%,52.3%,1.11,F (3x)
2016,41,26,15,63.4%,61-35,63.5%,505-429,54.1%,11-4,73.3%,41,66.2%,41.3%,3.7%,5.1%,61.3%,64.5%,46.5%,57.5%,46.3%,52.0%,1.09,W (Kaohsiung)
2015,55,41,14,74.5%,85-39,68.5%,652-484,57.4%,10-5,66.7%,35,66.5%,39.7%,7.2%,4.5%,58.6%,69.1%,48.7%,60.7%,45.1%,52.6%,1.15,W (3x)
2014,48,33,15,68.8%,75-38,66.4%,600-463,56.4%,5-6,45.5%,44,-,-,6.3%,6.0%,56.0%,70.6%,45.8%,59.7%,45.7%,52.7%,1.13,W (Dubai)
2013,27,16,11,59.3%,38-26,59.4%,320-275,53.8%,2-4,33.3%,23,-,-,3.8%,6.2%,56.3%,65.5%,43.4%,55.8%,46.7%,51.2%,1.06,SF (3x)
