Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R128,L vs Danilovic,0.0%,-,1.0%,50.0%,23.7%,45.5%,20.0%,7.1%,10.0%,0.0%,-,62,81
2025 US Open R128,L vs Muchova,0.0%,-,7.7%,75.0%,22.4%,16.7%,0.0%,14.3%,44.4%,0.0%,-,79,81
2023 Wimbledon R128,L vs Svitolina,0.0%,-,6.2%,12.5%,20.0%,31.8%,0.0%,13.6%,35.7%,0.0%,-,36,84
2023 Birmingham R32,W vs Giorgi,0.0%,-,5.8%,57.1%,10.4%,37.5%,0.0%,12.2%,20.8%,0.0%,-,-58,-20
2023 s Hertogenbosch R32,L vs Naef,0.0%,-,5.5%,90.0%,15.5%,21.4%,0.0%,4.5%,6.3%,0.0%,-,90,76
2023 Auckland R32,W vs Volynets,0.0%,-,6.8%,100.0%,14.0%,29.6%,0.0%,7.5%,21.1%,0.0%,-,1,-5
2022 US Open R128,L vs Van Uytvanck,0.0%,-,11.3%,68.8%,24.7%,61.1%,100.0%,7.0%,23.1%,0.0%,-,13,16
2021 Yarra Valley Classic R32,L vs Kvitova,0.0%,-,5.1%,77.8%,16.4%,20.0%,18.8%,7.3%,20.0%,1.1%,50.0%,-27,14
2019 Cincinnati QF,L vs Keys,0.0%,-,3.1%,50.0%,8.5%,13.6%,0.0%,10.0%,25.0%,0.0%,-,-7,37
2019 Cincinnati R64,W vs Bertens,0.0%,-,11.7%,71.4%,11.7%,16.9%,0.0%,4.3%,25.0%,1.3%,50.0%,-24,-19
2019 Wimbledon R128,L vs Gauff,0.0%,-,15.7%,55.6%,19.3%,33.3%,50.0%,10.2%,27.3%,0.0%,-,82,78
2019 Birmingham QF,L vs Barty,0.0%,-,10.9%,71.4%,10.4%,15.8%,0.0%,5.9%,10.0%,0.0%,-,27,25
2019 Birmingham R32,W vs Sasnovich,0.0%,-,7.1%,62.5%,14.3%,33.3%,0.0%,11.9%,20.0%,0.0%,-,9,20
2019 Roland Garros R128,L vs Svitolina,0.0%,-,9.7%,36.4%,9.0%,14.3%,0.0%,9.5%,18.8%,1.0%,50.0%,51,75
2019 Rome R16,L vs Konta,0.0%,-,0.9%,100.0%,20.8%,0.0%,0.0%,17.1%,28.6%,0.0%,-,-15,-4
2019 Miami R16,L vs Halep,0.0%,-,11.8%,76.9%,15.9%,25.0%,0.0%,5.3%,14.3%,0.0%,-,21,-21
2019 Indian Wells QF,L vs Kerber,0.0%,-,14.6%,52.2%,16.0%,13.2%,0.0%,11.7%,23.8%,0.7%,0.0%,53,32
2019 Indian Wells R64,W vs Kvitova,0.0%,-,4.4%,66.7%,12.1%,15.4%,0.0%,10.3%,15.8%,0.4%,0.0%,-45,-44
2019 Indian Wells R128,W vs Petkovic,0.0%,-,8.3%,46.2%,11.9%,20.0%,0.0%,11.9%,31.6%,0.0%,-,45,31
2019 Australian Open R32,L vs Halep,0.0%,-,9.5%,81.8%,10.8%,17.6%,0.0%,12.4%,35.3%,0.0%,-,65,45
Last 52 Weeks (2 matches),,0.0%,-,4.0%,71.4%,23.2%,28.8%,18.2%,10.7%,26.3%,0.0%,-,69,81
Career (144 matches),,0.5%,59.6%,10.7%,68.2%,13.2%,21.3%,11.5%,9.9%,23.1%,0.3%,34.7%,24,35
