Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R128,L vs Danilovic,68.1%,50.0%,20.2%,9/10,2.75,4.5%,72.5%,50.0%,7.2%,2.53,8.3%,58.3%,50.0%,58.3%,3.03,0.0%
2025 US Open R128,L vs Muchova,53.6%,59.5%,7.2%,3/2,2.38,15.3%,43.8%,47.6%,2.1%,2.31,26.5%,84.2%,75.0%,21.1%,2.46,0.0%
2023 Wimbledon R128,L vs Svitolina,70.7%,53.7%,8.6%,2/3,2.16,6.1%,69.4%,56.0%,11.1%,2.05,12.0%,72.7%,50.0%,4.5%,2.27,0.0%
2023 Birmingham R32,W vs Giorgi,74.4%,42.5%,12.0%,8/6,2.33,2.4%,78.1%,44.0%,9.4%,2.11,3.6%,86.0%,40.5%,18.6%,2.78,0.0%
2023 s Hertogenbosch R32,L vs Naef,64.8%,49.1%,5.7%,4/1,2.02,3.1%,60.0%,51.5%,7.3%,2.07,5.6%,80.0%,45.8%,3.3%,1.96,0.0%
2023 Auckland R32,W vs Volynets,78.1%,56.1%,2.7%,1/1,2.06,4.3%,73.5%,47.2%,2.0%,1.85,6.3%,95.5%,71.4%,4.5%,2.50,0.0%
2022 US Open R128,L vs Van Uytvanck,72.7%,32.5%,7.3%,4/0,2.37,29.7%,70.6%,29.2%,2.9%,2.45,52.8%,94.1%,37.5%,17.6%,2.27,0.0%
2021 Yarra Valley Classic R32,L vs Kvitova,69.5%,40.4%,12.2%,5/5,2.61,13.6%,67.9%,34.2%,8.9%,2.59,20.0%,95.0%,52.6%,25.0%,2.65,0.0%
2019 Cincinnati QF,L vs Keys,67.7%,43.2%,7.7%,4/1,2.22,0.0%,61.0%,36.0%,7.3%,2.16,0.0%,86.4%,52.6%,9.1%,2.38,0.0%
2019 Cincinnati R64,W vs Bertens,64.1%,55.9%,6.5%,5/1,2.05,7.7%,59.2%,48.3%,4.1%,1.98,12.8%,81.1%,63.3%,10.8%,2.15,0.0%
2019 Wimbledon R128,L vs Gauff,60.0%,36.1%,1.7%,1/0,2.01,5.6%,65.9%,33.3%,0.0%,1.82,9.1%,64.3%,44.4%,7.1%,2.29,0.0%
2019 Birmingham QF,L vs Barty,62.1%,47.2%,5.2%,2/1,2.56,9.8%,58.1%,44.4%,6.5%,2.47,2.8%,72.0%,50.0%,4.0%,2.77,26.7%
2019 Birmingham R32,W vs Sasnovich,70.9%,51.3%,7.3%,2/2,2.34,13.9%,86.7%,46.2%,6.7%,2.30,18.5%,65.0%,61.5%,10.0%,2.46,0.0%
2019 Roland Garros R128,L vs Svitolina,82.8%,50.0%,3.4%,0/2,2.24,2.6%,96.4%,37.0%,0.0%,2.27,3.8%,80.8%,66.7%,7.7%,2.18,0.0%
2019 Rome R16,L vs Konta,64.8%,54.3%,13.0%,5/2,2.34,5.1%,65.8%,48.0%,10.5%,2.21,8.0%,62.5%,70.0%,18.8%,2.59,0.0%
2019 Miami R16,L vs Halep,61.2%,30.0%,4.1%,0/2,2.36,1.9%,72.2%,34.6%,2.8%,2.33,3.1%,44.4%,0.0%,11.1%,2.41,0.0%
2019 Indian Wells QF,L vs Kerber,77.0%,40.4%,2.7%,0/2,1.97,0.0%,82.0%,41.5%,0.0%,2.00,0.0%,72.7%,37.5%,9.1%,1.91,0.0%
2019 Indian Wells R64,W vs Kvitova,60.6%,50.8%,5.8%,3/3,2.22,0.0%,59.6%,41.9%,7.7%,2.27,0.0%,76.2%,59.4%,4.8%,2.11,0.0%
2019 Indian Wells R128,W vs Petkovic,78.2%,52.5%,3.8%,1/2,2.04,0.0%,81.8%,48.9%,1.8%,1.86,0.0%,76.2%,62.5%,9.5%,2.30,0.0%
2019 Australian Open R32,L vs Halep,71.2%,43.2%,9.6%,3/2,2.61,8.2%,69.4%,48.0%,5.6%,2.57,13.3%,85.7%,33.3%,21.4%,2.66,0.0%
Last 52 Weeks (2 matches),,62.0%,53.5%,14.7%,50.0%,2.58,9.5%,60.7%,49.3%,5.1%,2.43,17.1%,69.8%,63.3%,41.9%,2.78,0.0%
Career (144 matches),,71.7%,52.6%,5.5%,64.6%,2.31,8.2%,73.4%,49.6%,3.3%,2.24,12.2%,82.5%,58.2%,11.3%,2.40,2.3%
