Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,689,503,186,73.0%,1071-461,69.9%,8176-5943,57.9%,86-70,55.1%,374,64.6%,37.3%,5.5%,6.6%,58.3%,68.1%,45.1%,58.5%,45.8%,52.2%,1.10
Clay,238,169,69,71.0%,367-176,67.6%,2823-2096,57.4%,27-15,64.3%,131,59.1%,34.7%,4.3%,6.1%,59.7%,66.3%,44.7%,57.6%,46.3%,52.0%,1.09
Grass,124,98,26,79.0%,203-72,73.8%,1532-1037,59.6%,19-14,57.6%,85,70.2%,30.6%,6.0%,5.3%,63.7%,71.7%,47.3%,62.8%,44.5%,53.5%,1.20
Carpet,47,33,14,70.2%,67-30,69.1%,507-370,57.8%,8-3,72.7%,0,,,,,,,,,,,
Grand Slams,359,271,88,75.5%,569-229,71.3%,4324-3003,59.0%,51-36,58.6%,224,67.9%,34.2%,5.4%,6.1%,60.5%,69.6%,45.3%,60.0%,46.2%,53.0%,1.15
Premiers,369,266,103,72.1%,576-257,69.1%,4438-3269,57.6%,51-36,58.6%,189,63.3%,33.6%,5.1%,6.2%,58.9%,67.6%,46.2%,58.8%,44.9%,51.8%,1.09
Internationals,100,74,26,74.0%,161-66,70.9%,1209-882,57.8%,13-6,68.4%,79,60.8%,38.1%,5.7%,6.7%,58.5%,68.1%,43.9%,58.1%,46.6%,52.4%,1.11
Finals,82,48,34,58.5%,108-78,58.1%,935-810,53.6%,8-10,44.4%,28,57.8%,35.6%,5.4%,6.9%,60.4%,68.5%,43.6%,58.6%,42.8%,50.8%,1.04
Semi-finals,116,83,33,71.6%,175-84,67.6%,1383-1043,57.0%,18-16,52.9%,45,72.3%,34.0%,5.0%,6.6%,59.0%,69.5%,45.5%,59.7%,44.1%,51.9%,1.09
Quarter-finals,166,112,54,67.5%,245-126,66.0%,1929-1506,56.2%,22-15,59.5%,68,62.2%,33.5%,5.2%,6.2%,59.5%,66.3%,44.5%,57.4%,44.6%,51.0%,1.05
vs Righties,985,714,271,72.5%,1521-673,69.3%,11637-8504,57.8%,124-88,58.5%,534,63.5%,36.7%,5.2%,6.2%,59.4%,68.1%,45.2%,58.8%,45.8%,52.3%,1.11
vs Lefties,100,78,22,78.0%,166-61,73.1%,1251-862,59.2%,15-12,55.6%,51,70.6%,32.3%,5.3%,6.6%,58.9%,69.6%,45.4%,59.6%,44.7%,52.3%,1.11
vs Top 10,250,138,112,55.2%,316-258,55.1%,2831-2600,52.1%,30-37,44.8%,108,60.7%,29.3%,4.7%,6.4%,59.5%,66.7%,44.3%,57.6%,42.8%,50.2%,1.01
