Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
31,Ann Jones [GBR],18,13,58.1%,0,0,0,-,1957,1969,0,,,,,,,,,,
24,Maria Bueno [BRA],12,12,50.0%,0,0,0,-,1957,1964,0,,,,,,,,,,
16,Yola Ramirez [MEX],10,6,62.5%,0,0,0,-,1954,1963,0,,,,,,,,,,
13,Shirley Bloomer [GBR],8,5,61.5%,0,0,0,-,1955,1957,0,,,,,,,,,,
12,Margaret Court [AUS],3,9,25.0%,0,0,0,-,1961,1963,0,,,,,,,,,,
12,Lesley Turner [AUS],6,6,50.0%,0,0,0,-,1961,1963,0,,,,,,,,,,
11,Renee Schuurman [RSA],8,3,72.7%,0,0,0,-,1960,1963,0,,,,,,,,,,
10,Deidre Catt [GBR],9,1,90.0%,0,0,0,-,1960,1964,0,,,,,,,,,,
10,Christine Truman [GBR],7,3,70.0%,0,0,0,-,1957,1963,0,,,,,,,,,,
10,Althea Gibson [USA],0,10,0.0%,0,0,0,-,1955,1958,0,,,,,,,,,,
9,Jan Lehane [AUS],6,3,66.7%,0,0,0,-,1960,1963,0,,,,,,,,,,
8,Elizabeth Starkie [GBR],7,1,87.5%,0,0,0,-,1962,1964,0,,,,,,,,,,
8,Dodo Cheney [USA],6,2,75.0%,0,0,0,-,1953,1963,0,,,,,,,,,,
8,Dorothy Knode [USA],4,4,50.0%,0,0,0,-,1955,1962,0,,,,,,,,,,
8,Louise Brough [USA],1,7,12.5%,0,0,0,-,1953,1957,0,,,,,,,,,,
