Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,190,148,42,77.9%,307-115,72.7%,2285-1553,59.5%,0-1,0.0%,0,,,,,,,,,,,
Clay,144,99,45,68.8%,213-113,65.3%,1729-1291,57.3%,0-0,-,0,,,,,,,,,,,
Grass,276,220,56,79.7%,457-158,74.3%,3432-2225,60.7%,0-0,-,0,,,,,,,,,,,
Carpet,3,0,3,0.0%,0-6,0.0%,15-36,29.4%,0-0,-,0,,,,,,,,,,,
Grand Slams,112,89,23,79.5%,182-69,72.5%,1386-902,60.6%,0-0,-,0,,,,,,,,,,,
Finals,90,43,47,47.8%,102-104,49.5%,1014-1032,49.6%,0-0,-,0,,,,,,,,,,,
Semi-finals,139,93,46,66.9%,197-113,63.5%,1639-1347,54.9%,0-0,-,0,,,,,,,,,,,
Quarter-finals,155,125,30,80.6%,260-96,73.0%,1976-1370,59.1%,0-0,-,0,,,,,,,,,,,
vs Righties,287,176,111,61.3%,385-276,58.2%,3393-3010,53.0%,0-0,-,0,,,,,,,,,,,
vs Lefties,44,29,15,65.9%,67-38,63.8%,541-430,55.7%,0-0,-,0,,,,,,,,,,,
