Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1971,2,0,2,0.0%,0-4,0.0%,10-24,29.4%,0-0,-,0,,,,,,,,,,,,R16 (2x)
1970,7,2,5,28.6%,6-10,37.5%,68-80,45.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
1969,7,4,3,57.1%,9-9,50.0%,77-78,49.7%,0-0,-,0,,,,,,,,,,,,QF (2x)
1968,2,1,1,50.0%,2-2,50.0%,20-20,50.0%,0-0,-,0,,,,,,,,,,,,R16 (Los Angeles)
1964,30,27,3,90.0%,56-9,86.2%,370-185,66.7%,0-0,-,0,,,,,,,,,,,,W (5x)
1963,101,83,18,82.2%,171-57,75.0%,1274-809,61.2%,0-0,-,0,,,,,,,,,,,,W (9x)
1962,64,50,14,78.1%,105-38,73.4%,786-512,60.6%,0-0,-,0,,,,,,,,,,,,W (5x)
1961,69,52,17,75.4%,106-42,71.6%,784-534,59.5%,0-0,-,0,,,,,,,,,,,,W (4x)
1960,65,53,12,81.5%,111-35,76.0%,840-542,60.8%,0-0,-,0,,,,,,,,,,,,W (5x)
1959,26,22,4,84.6%,45-14,76.3%,340-221,60.6%,0-0,-,0,,,,,,,,,,,,W (3x)
1958,21,18,3,85.7%,37-8,82.2%,268-161,62.5%,0-0,-,0,,,,,,,,,,,,W (4x)
1957,89,68,21,76.4%,143-54,72.6%,1098-718,60.5%,0-0,-,0,,,,,,,,,,,,W (3x)
1956,61,45,16,73.8%,99-42,70.2%,774-537,59.0%,0-0,-,0,,,,,,,,,,,,W (2x)
1955,67,49,18,73.1%,100-50,66.7%,794-604,56.8%,0-0,-,0,,,,,,,,,,,,W (3x)
1954,35,21,14,60.0%,45-36,55.6%,396-357,52.6%,0-0,-,0,,,,,,,,,,,,F (2x)
1953,9,4,5,44.4%,8-12,40.0%,85-100,45.9%,0-0,-,0,,,,,,,,,,,,F (Ojai)
Career,655,499,156,76.2%,1043-422,71.2%,7984-5482,59.3%,0-1,0.0%,0,,,,,,,,,,,,
