Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Fed Cup RR,L vs Tomljanovic,4.4,4.3,4.5,44.7%,44.4%,38.5%,46.7%,67.7%,27.6%,0.5,0.3,-9.5,-17.6
2019 Roland Garros R128,L vs Bertens,4.8,5.0,4.6,46.2%,42.3%,26.7%,47.4%,65.7%,13.1%,6.5,4.2,-4.5,-6.3
2019 Hobart R32,W vs Perez,3.5,3.3,3.7,52.6%,54.7%,42.9%,66.7%,51.1%,14.9%,8.0,5.2,0.0,0.0
2018 Quebec City F,W vs Pegula,4.0,4.0,4.0,53.2%,57.1%,44.4%,60.0%,56.6%,18.8%,16.5,13.9,0.5,0.7
2018 Istanbul F,W vs Hercog,5.2,5.1,5.4,50.0%,46.4%,61.5%,52.9%,51.1%,7.3%,-0.5,-0.3,8.0,4.9
2017 Luxembourg R32,W vs Niculescu,5.5,4.7,6.1,54.2%,65.0%,56.3%,50.0%,66.3%,5.8%,23.0,11.8,-3.5,-3.6
2017 Fed Cup RR,W vs Sorribes Tormo,6.7,6.3,6.8,63.0%,50.0%,39.1%,53.3%,65.0%,6.4%,8.5,2.7,4.0,2.5
2017 Miami R32,L vs Konta,3.8,4.5,2.9,41.7%,30.8%,22.2%,16.7%,67.4%,9.3%,-12.0,-14.5,-2.5,-6.6
2017 Indian Wells R32,L vs Kerber,4.8,5.1,4.4,53.5%,53.8%,46.8%,45.8%,56.4%,10.8%,12.0,4.4,3.0,1.6
2017 Fed Cup RR,L vs Bencic,4.4,3.9,4.9,48.4%,42.9%,30.0%,50.0%,57.7%,11.0%,7.0,5.9,-1.0,-1.3
2016 ITF Poitiers QF,W vs Ruse,3.8,3.6,3.9,71.2%,32.0%,42.9%,55.6%,54.5%,16.1%,11.5,11.2,-1.5,-2.1
2016 Roland Garros R32,L vs Bacsinszky,5.2,4.9,5.5,41.7%,46.9%,55.6%,30.8%,51.6%,16.5%,5.0,4.0,-9.0,-9.0
2016 Rabat R32,W vs Flipkens,3.9,3.9,3.9,47.4%,61.8%,46.7%,72.7%,57.3%,15.1%,8.5,6.9,5.0,6.5
2014 Baku QF,L vs Svitolina,4.5,4.3,4.7,45.5%,37.5%,47.1%,50.0%,58.3%,8.0%,-2.5,-1.6,-2.0,-1.9
2014 Roland Garros R16,L vs Muguruza,4.8,4.6,5.0,52.6%,8.3%,40.0%,52.6%,65.7%,20.0%,-4.0,-2.7,-2.5,-4.0
Career (15 matches),,4.6,4.5,4.7,51.4%,47.2%,44.3%,50.8%,59.2%,12.5%,5.9,3.7,-1.0,-1.1
