Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,17,4,13,23.5%,3,0,3,0.0%,2006,2020,R64,13,0.89,5.1%,5.9%,59.7%,67.5%,41.2%,56.9%,38.3%,56.1%,43.9%
Roland Garros,17,Clay,28,11,17,39.3%,5,3,2,60.0%,2004,2020,R16,24,0.93,2.6%,4.8%,58.2%,62.8%,44.7%,55.2%,41.8%,56.1%,40.4%
Wimbledon,12,Grass,16,4,12,25.0%,3,1,2,33.3%,2006,2019,R64,15,0.83,5.1%,4.8%,58.4%,68.9%,44.4%,58.7%,34.3%,54.5%,36.5%
US Open,15,Hard,32,17,15,53.1%,7,4,3,57.1%,2005,2019,R32,18,0.91,4.8%,7.7%,54.5%,66.1%,45.1%,56.5%,39.8%,57.1%,46.8%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2008,2008,R64,0,,,,,,,,,,
Fed Cup,7,,19,6,13,31.6%,3,1,2,33.3%,2010,2019,,8,0.88,3.9%,3.1%,59.2%,65.6%,43.8%,56.7%,38.0%,52.5%,25.0%
Strasbourg,14,Clay,25,11,14,44.0%,7,4,3,57.1%,2004,2020,SF,18,0.90,3.2%,5.3%,60.3%,61.5%,44.1%,54.6%,41.1%,51.9%,42.4%
Miami,11,Hard,22,11,11,50.0%,6,3,3,50.0%,2008,2019,R32,20,0.94,3.3%,6.5%,57.5%,65.0%,44.6%,56.4%,41.0%,56.1%,47.3%
Indian Wells,11,Hard,17,6,11,35.3%,4,3,1,75.0%,2008,2019,R32,13,0.93,2.7%,7.0%,58.3%,61.6%,39.9%,52.5%,44.0%,53.7%,36.4%
Acapulco,9,Hard,15,6,9,40.0%,4,0,4,0.0%,2007,2019,QF,11,0.89,2.4%,7.4%,56.1%,55.4%,39.9%,48.6%,45.9%,52.8%,49.5%
Luxembourg,7,Hard,15,8,7,53.3%,2,1,1,50.0%,2008,2019,SF,14,1.09,5.0%,3.9%,59.1%,63.4%,47.7%,57.0%,47.0%,53.7%,42.1%
Hobart,6,Hard,11,4,7,36.4%,1,0,1,0.0%,2006,2019,R16,9,0.90,4.9%,3.5%,58.1%,64.8%,44.2%,56.1%,39.5%,54.4%,46.9%
