Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Fed Cup RR,L vs Tomljanovic,0.0%,-,8.4%,72.7%,7.3%,4.2%,25.0%,2.1%,0.0%,0.0%,-,-29,-7
2019 Roland Garros R128,L vs Bertens,0.0%,-,9.6%,58.3%,7.4%,10.3%,25.0%,1.7%,0.0%,0.0%,-,-113,-86
2019 Hobart R32,W vs Perez,0.0%,-,2.3%,80.0%,10.8%,18.2%,0.0%,8.6%,12.5%,0.0%,-,-16,11
2018 Quebec City F,W vs Pegula,0.0%,-,3.0%,75.0%,15.5%,29.2%,0.0%,3.8%,20.0%,0.0%,-,-5,3
2018 Istanbul F,W vs Hercog,0.0%,-,5.7%,66.7%,6.4%,12.8%,4.8%,3.9%,25.0%,0.0%,-,-91,-98
2017 Luxembourg R32,W vs Niculescu,0.0%,-,17.5%,72.7%,14.3%,20.6%,20.0%,5.3%,25.0%,0.3%,0.0%,8,-11
2017 Fed Cup RR,W vs Sorribes Tormo,0.0%,-,19.0%,66.7%,10.2%,13.5%,3.2%,3.9%,33.3%,0.4%,100.0%,-28,-37
2017 Miami R32,L vs Konta,0.0%,-,4.5%,25.0%,4.1%,0.0%,0.0%,3.6%,0.0%,0.0%,-,-35,-27
2017 Indian Wells R32,L vs Kerber,0.0%,-,10.1%,62.5%,13.6%,21.6%,17.1%,4.3%,20.0%,0.0%,-,35,20
2017 Fed Cup RR,L vs Bencic,0.0%,-,6.0%,57.1%,13.4%,0.0%,0.0%,8.3%,16.7%,0.0%,-,-23,4
2016 ITF Poitiers QF,W vs Ruse,0.0%,-,2.5%,33.3%,16.5%,33.3%,0.0%,8.3%,25.0%,0.0%,-,28,53
2016 Roland Garros R32,L vs Bacsinszky,0.0%,-,10.8%,75.0%,7.3%,22.2%,33.3%,2.6%,0.0%,0.4%,0.0%,-64,-68
2016 Rabat R32,W vs Flipkens,0.0%,-,11.0%,60.0%,16.0%,17.6%,22.2%,3.4%,20.0%,0.9%,50.0%,21,40
2014 Baku QF,L vs Svitolina,0.0%,-,5.9%,75.0%,8.3%,17.4%,0.0%,7.7%,20.0%,0.0%,-,2,12
2014 Roland Garros R16,L vs Muguruza,0.0%,-,6.1%,57.1%,5.5%,16.7%,0.0%,5.7%,33.3%,0.0%,-,-31,-8
Career (15 matches),,0.0%,-,8.2%,65.3%,10.5%,16.6%,12.6%,4.8%,19.4%,0.1%,50.0%,-22,-15
