Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Fed Cup RR,L vs Tomljanovic,30.3%,34.8%,45.5%,39.0%,43.9%,56.0%,35.0%,28.6%,-,17.4%,21.7%,31.6%,40.0%,38.5%,50.0%,-7
2019 Roland Garros R128,L vs Bertens,15.9%,21.7%,56.9%,22.5%,32.5%,64.5%,42.9%,53.8%,75.0%,9.1%,9.1%,45.0%,25.0%,40.0%,0.0%,-36
2019 Hobart R32,W vs Perez,34.3%,43.1%,51.6%,41.8%,52.2%,56.4%,89.3%,30.8%,0.0%,21.9%,28.1%,44.0%,72.2%,14.3%,0.0%,0
2018 Quebec City F,W vs Pegula,26.5%,33.8%,51.0%,32.6%,44.2%,48.3%,39.1%,60.0%,50.0%,16.7%,16.7%,55.0%,28.6%,41.2%,100.0%,-56
2018 Istanbul F,W vs Hercog,9.6%,10.8%,49.3%,4.5%,6.8%,59.5%,39.1%,66.7%,100.0%,16.2%,16.2%,35.5%,31.3%,61.9%,100.0%,-42
2017 Luxembourg R32,W vs Niculescu,19.0%,27.6%,51.1%,31.4%,40.0%,50.0%,77.8%,41.2%,100.0%,0.0%,8.7%,52.2%,30.0%,38.5%,50.0%,-119
2017 Fed Cup RR,W vs Sorribes Tormo,11.1%,18.5%,53.2%,12.9%,22.6%,40.7%,61.5%,55.6%,33.3%,9.1%,13.6%,70.0%,23.1%,77.8%,100.0%,-51
2017 Miami R32,L vs Konta,24.5%,26.5%,33.3%,34.4%,37.5%,38.1%,35.7%,66.7%,80.0%,6.3%,6.3%,26.7%,0.0%,50.0%,-,-51
2017 Indian Wells R32,L vs Kerber,14.8%,23.4%,48.1%,18.6%,30.0%,56.1%,80.0%,42.5%,27.3%,11.3%,17.0%,38.3%,80.0%,39.1%,71.4%,0
2017 Fed Cup RR,L vs Bencic,28.1%,36.8%,52.6%,34.3%,48.6%,60.9%,50.0%,40.0%,25.0%,21.1%,21.1%,40.0%,16.7%,30.8%,0.0%,61
2016 ITF Poitiers QF,W vs Ruse,33.3%,47.6%,46.3%,48.6%,68.6%,55.6%,50.0%,35.3%,50.0%,14.8%,22.2%,39.1%,9.1%,68.8%,100.0%,-61
2016 Roland Garros R32,L vs Bacsinszky,16.7%,18.5%,40.0%,19.4%,22.6%,44.0%,33.3%,50.0%,100.0%,13.0%,13.0%,35.0%,9.1%,8.3%,0.0%,-104
2016 Rabat R32,W vs Flipkens,26.5%,30.9%,53.3%,40.5%,45.9%,50.0%,44.4%,31.6%,50.0%,11.5%,15.4%,56.5%,30.0%,31.3%,100.0%,-7
2014 Baku QF,L vs Svitolina,22.2%,25.4%,37.0%,36.7%,43.3%,36.8%,35.7%,37.5%,50.0%,10.0%,10.0%,37.0%,0.0%,46.2%,0.0%,-14
2014 Roland Garros R16,L vs Muguruza,28.4%,29.9%,29.5%,30.4%,32.6%,31.3%,42.9%,32.0%,25.0%,29.4%,29.4%,25.0%,0.0%,25.0%,0.0%,126
Career (15 matches),,22.6%,28.7%,47.2%,29.7%,38.1%,50.9%,52.9%,43.9%,50.0%,13.7%,16.8%,42.4%,33.2%,41.2%,45.7%,0
