Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Monica Niculescu [ROU],4,7,36.4%,2,1,1,50.0%,2008,2018,4,1.05,4.6%,4.3%,57.3%,61.3%,39.5%,52.0%,50.5%,52.2%,39.3%
7,Irina Camelia Begu [ROU],4,3,57.1%,1,0,1,0.0%,2011,2019,5,0.86,2.0%,7.0%,59.3%,62.9%,40.2%,53.7%,39.9%,38.7%,31.7%
7,Alberta Brianti [ITA],4,3,57.1%,2,0,2,0.0%,2004,2015,2,0.83,1.3%,7.0%,62.7%,63.6%,40.7%,55.1%,37.2%,52.9%,45.5%
6,Magda Linette [POL],4,2,66.7%,2,2,0,100.0%,2013,2020,4,0.93,6.8%,3.4%,58.1%,65.2%,49.6%,58.7%,38.2%,63.2%,47.8%
6,Sorana Cirstea [ROU],2,4,33.3%,1,1,0,100.0%,2011,2019,4,0.89,1.9%,3.8%,57.8%,66.4%,44.9%,57.3%,37.9%,35.3%,33.3%
6,Carla Suarez Navarro [ESP],3,3,50.0%,3,1,2,33.3%,2007,2019,3,0.88,4.7%,4.7%,59.8%,60.7%,45.7%,54.7%,39.9%,50.0%,40.7%
6,Carina Witthoeft [GER],3,3,50.0%,4,1,3,25.0%,2014,2018,3,1.07,4.5%,4.5%,55.0%,62.4%,48.6%,56.2%,46.8%,50.0%,45.5%
6,Renata Voracova [CZE],2,4,33.3%,3,0,3,0.0%,2009,2018,2,0.95,2.9%,6.3%,53.4%,56.4%,42.7%,50.0%,47.5%,48.0%,50.0%
6,Oceane Dodin [FRA],3,3,50.0%,3,0,3,0.0%,2014,2017,4,1.22,5.1%,7.1%,50.4%,76.6%,47.6%,62.2%,46.0%,60.7%,48.4%
6,Amandine Hesse [FRA],6,0,100.0%,1,1,0,100.0%,2013,2017,0,,,,,,,,,,
6,Andrea Petkovic [GER],3,3,50.0%,0,0,0,-,2004,2017,4,0.98,5.2%,6.7%,54.7%,60.3%,47.9%,54.7%,44.3%,57.1%,51.7%
6,Stephanie Foretz Gacon [FRA],5,1,83.3%,1,0,1,0.0%,2004,2015,1,1.21,1.3%,2.6%,58.4%,62.2%,50.0%,57.1%,51.9%,50.0%,63.6%
6,Akgul Amanmuradova [UZB],3,3,50.0%,0,0,0,-,2007,2012,4,0.97,5.2%,6.7%,59.6%,75.2%,41.3%,61.5%,37.3%,52.2%,37.5%
5,Caroline Garcia [FRA],3,2,60.0%,0,0,0,-,2010,2019,3,0.98,5.7%,5.7%,55.7%,63.6%,47.9%,56.6%,42.4%,63.3%,39.3%
5,Stefanie Voegele [SUI],2,3,40.0%,0,0,0,-,2010,2019,3,0.82,2.8%,3.9%,60.2%,61.5%,45.8%,55.2%,36.7%,51.9%,31.3%
