Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 ITF Granby F,L vs Gibson,20.4%,29.6%,40.5%,22.6%,32.3%,41.7%,66.7%,31.3%,100.0%,18.2%,27.3%,38.9%,16.7%,70.0%,50.0%,-51
2025 ITF Granby R32,W vs Ngounoue,32.7%,42.9%,51.9%,41.7%,52.8%,52.4%,18.8%,35.0%,50.0%,14.3%,28.6%,50.0%,25.0%,0.0%,0.0%,-23
2023 US Open R128,L vs Pavlyuchenkova,15.3%,18.6%,35.6%,17.1%,22.0%,32.4%,27.3%,21.1%,20.0%,15.4%,15.4%,45.5%,75.0%,11.1%,0.0%,9
Last 52 Weeks (2 matches),,26.2%,35.9%,44.9%,32.8%,43.3%,46.7%,41.9%,33.3%,60.0%,17.2%,27.6%,41.7%,18.8%,53.8%,33.3%,46
Career (3 matches),,22.2%,29.6%,41.2%,26.9%,35.2%,40.5%,35.8%,29.1%,40.0%,16.7%,23.8%,42.9%,30.0%,36.4%,20.0%,33
