Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,0,,,,,,,,,,,,
2019,2,1,1,50.0%,2-2,50.0%,19-15,55.9%,0-0,-,0,,,,,,,,,,,,
2018,5,3,2,60.0%,7-5,58.3%,61-53,53.5%,1-2,33.3%,4,72.3%,29.2%,3.0%,5.7%,53.4%,70.4%,44.2%,58.2%,40.7%,49.6%,0.97,R16 (Marrakech)
2016,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,70.0%,10.0%,4.3%,5.8%,55.1%,63.2%,45.2%,55.1%,27.3%,42.7%,0.61,R32 (Marrakech)
2015,7,3,4,42.9%,8-11,42.1%,85-94,47.5%,1-0,100.0%,3,78.6%,33.3%,4.2%,1.2%,53.0%,75.3%,49.4%,63.1%,42.3%,52.5%,1.15,QF (Casablanca)
2014,3,2,1,66.7%,7-2,77.8%,46-25,64.8%,0-0,-,1,41.7%,41.7%,0.0%,1.2%,59.3%,56.3%,36.4%,48.1%,43.5%,46.2%,0.84,
2012,2,1,1,50.0%,2-2,50.0%,17-17,50.0%,0-0,-,2,66.7%,31.3%,1.0%,2.9%,57.7%,63.3%,52.3%,58.7%,39.8%,50.0%,0.96,R16 (Casablanca)
2009,3,0,3,0.0%,0-7,0.0%,13-42,23.6%,0-0,-,3,46.2%,3.4%,2.4%,8.3%,47.0%,60.8%,34.8%,47.0%,22.9%,35.5%,0.43,R32 (2x)
2008,4,3,1,75.0%,8-6,57.1%,67-59,53.2%,0-0,-,2,77.8%,21.1%,2.7%,0.9%,65.5%,68.9%,48.7%,61.9%,36.3%,48.5%,0.95,R16 (Casablanca)
2007,2,2,0,100.0%,6-0,100.0%,37-19,66.1%,0-0,-,0,,,,,,,,,,,,
2006,2,1,1,50.0%,3-4,42.9%,31-35,47.0%,0-1,0.0%,1,66.7%,10.0%,1.6%,1.6%,77.0%,59.6%,57.1%,59.0%,26.7%,43.0%,0.65,
2005,4,2,2,50.0%,6-6,50.0%,54-59,47.8%,1-1,50.0%,0,,,,,,,,,,,,
2004,3,1,2,33.3%,3-6,33.3%,41-46,47.1%,0-1,0.0%,0,,,,,,,,,,,,
Career,39,20,19,51.3%,54-53,50.5%,491-482,50.5%,3-6,33.3%,17,66.7%,23.4%,2.6%,4.1%,55.9%,66.6%,44.3%,56.8%,36.4%,46.9%,0.84,
