Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2016 Marrakech R32,L vs Bagnis,24.6%,34.8%,42.6%,28.4%,36.8%,47.4%,41.7%,43.7%,65.2%,33.3%,33.3%,11.5%,23.1%,43.5%,-8
2015 Casablanca R32,W vs Haase,19.6%,41.2%,61.0%,28.6%,37.5%,70.8%,73.3%,56.7%,87.5%,68.8%,100.0%,3.7%,14.8%,53.8%,-79
Career (2 matches),,22.5%,37.5%,51.1%,28.5%,37.1%,56.5%,53.8%,48.7%,71.0%,51.6%,60.0%,7.5%,18.9%,49.0%,-41
