Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2016 Marrakech R32,L vs Bagnis,4.5%,66.7%,10.5%,46.2%,13.5%,18.8%,0.0%,15.9%,50.0%,6.1%,33.3%,38,43
2015 Casablanca R32,W vs Haase,2.2%,100.0%,12.0%,84.6%,27.5%,23.5%,0.0%,12.3%,37.5%,6.6%,33.3%,85,58
Career (2 matches),,3.6%,75.0%,11.2%,65.4%,20.4%,21.2%,0.0%,13.9%,40.0%,6.4%,33.3%,63,50
