Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,433,290,143,67.0%,621-364,63.0%,4972-4065,55.0%,51-31,62.2%,190,-,-,2.1%,8.8%,60.4%,63.5%,43.9%,55.7%,49.2%,52.4%,1.11
Clay,176,117,59,66.5%,250-144,63.5%,2011-1634,55.2%,23-15,60.5%,70,-,-,1.5%,8.5%,61.5%,61.3%,42.2%,53.9%,49.6%,51.8%,1.08
Grass,61,41,20,67.2%,92-49,65.2%,740-575,56.3%,7-10,41.2%,33,-,-,2.2%,8.5%,63.7%,63.6%,44.9%,56.8%,49.5%,53.2%,1.15
Carpet,80,52,28,65.0%,114-72,61.3%,931-813,53.4%,9-10,47.4%,27,-,-,2.0%,8.9%,60.3%,65.4%,45.0%,57.3%,49.2%,53.3%,1.15
Grand Slams,166,119,47,71.7%,252-122,67.4%,1971-1505,56.7%,22-19,53.7%,100,-,-,1.8%,9.1%,62.1%,62.7%,42.1%,54.9%,50.3%,52.6%,1.12
Premiers,410,271,139,66.1%,586-354,62.3%,4760-3925,54.8%,44-33,57.1%,163,-,-,2.1%,8.8%,60.0%,63.3%,43.9%,55.6%,49.1%,52.3%,1.11
Internationals,70,51,19,72.9%,112-44,71.8%,835-604,58.0%,12-5,70.6%,25,-,-,2.9%,6.4%,63.7%,66.6%,50.5%,60.7%,50.1%,55.3%,1.28
Finals,32,16,16,50.0%,37-41,47.4%,346-357,49.2%,3-2,60.0%,18,-,-,1.8%,6.3%,64.3%,60.0%,45.9%,55.0%,46.0%,50.5%,1.02
Semi-finals,75,30,45,40.0%,77-95,44.8%,770-824,48.3%,7-12,36.8%,38,-,-,1.5%,8.1%,62.1%,61.0%,42.6%,54.1%,46.5%,50.3%,1.01
Quarter-finals,121,76,45,62.8%,166-116,58.9%,1369-1195,53.4%,11-8,57.9%,54,-,-,2.0%,8.3%,60.6%,62.5%,43.2%,54.9%,48.0%,51.5%,1.06
vs Righties,688,453,235,65.8%,979-597,62.1%,7951-6602,54.6%,83-61,57.6%,292,-,-,1.9%,8.8%,60.9%,62.6%,43.8%,55.3%,49.3%,52.3%,1.10
vs Lefties,57,42,15,73.7%,88-32,73.3%,641-451,58.7%,5-5,50.0%,26,-,-,2.8%,8.0%,63.2%,69.0%,43.1%,59.5%,49.4%,54.5%,1.22
vs Top 10,149,56,93,37.6%,134-209,39.1%,1432-1712,45.5%,15-16,48.4%,68,-,-,1.7%,8.3%,62.4%,59.7%,41.8%,53.0%,44.7%,48.9%,0.95
