Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,38,26,12,68.4%,7,4,3,57.1%,1999,2010,SF,16,1.09,2.0%,7.2%,63.3%,61.1%,42.9%,54.4%,49.7%,49.6%,45.2%
Roland Garros,12,Clay,45,32,13,71.1%,11,6,5,54.5%,2000,2010,F,26,1.07,1.5%,10.9%,59.6%,60.2%,40.1%,52.1%,51.2%,55.2%,48.5%
Wimbledon,11,Grass,41,29,12,70.7%,11,4,7,36.4%,1999,2009,SF,26,1.17,2.0%,8.2%,64.4%,63.7%,44.2%,56.8%,50.7%,55.5%,53.7%
US Open,13,Hard,52,39,13,75.0%,14,9,5,64.3%,1998,2010,F,32,1.13,1.9%,9.1%,61.8%,64.6%,41.9%,56.0%,49.6%,59.9%,53.4%
Olympics,3,,13,11,2,84.6%,2,2,0,100.0%,2000,2008,W,0,,,,,,,,,,
Fed Cup,8,,27,22,5,81.5%,6,6,0,100.0%,1999,2010,,1,1.40,0.0%,8.0%,64.0%,56.3%,55.6%,56.0%,61.8%,33.3%,57.1%
Miami,10,Hard,35,25,10,71.4%,4,3,1,75.0%,2000,2010,F,11,1.15,2.2%,10.3%,60.9%,61.5%,46.7%,55.7%,51.1%,60.9%,44.5%
Moscow,9,Hard,32,24,8,75.0%,9,7,2,77.8%,2000,2008,W,13,1.13,2.6%,9.7%,58.3%,66.5%,43.2%,56.8%,48.8%,52.7%,49.6%
Paris,9,Carpet,27,19,8,70.4%,6,3,3,50.0%,2000,2010,W,14,1.19,2.8%,7.2%,61.8%,66.7%,48.6%,59.8%,47.8%,59.3%,57.7%
WTA Tour Championships,9,Hard,24,6,18,25.0%,6,2,4,33.3%,2000,2009,SF,12,0.84,1.4%,9.9%,58.9%,59.9%,40.9%,52.1%,40.4%,53.8%,32.5%
Tokyo,9,Hard,23,15,8,65.2%,4,1,3,25.0%,2002,2010,W,15,1.16,1.7%,9.0%,59.2%,63.3%,43.9%,55.4%,51.8%,56.5%,56.9%
New Haven,9,Hard,23,14,9,60.9%,4,2,2,50.0%,2000,2010,SF,8,1.13,2.6%,9.0%,59.8%,64.3%,44.2%,56.2%,49.3%,58.2%,47.4%
