Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2018 Seoul R16,L vs Begu,0.94,0.84,57.4,2.0,0.0%,54.8%,0.0%,39.0%,51.5%,43.3%
2018 Seoul R32,W vs Mattek Sands,1.05,1.37,62.3,2.7,0.0%,61.8%,0.0%,65.6%,47.1%,48.3%
2018 US Open R128,L vs Maria,0.82,0.70,49.9,2.9,0.0%,53.3%,0.0%,48.1%,31.3%,53.3%
2018 New Haven R32,L vs Kvitova,1.12,0.59,57.2,2.1,0.0%,50.0%,3.0%,48.5%,25.9%,28.0%
2018 Cincinnati R64,L vs Pliskova,0.87,0.70,49.3,2.1,2.7%,56.8%,2.8%,52.8%,40.6%,32.3%
2018 Wimbledon R64,L vs Safarova,0.89,0.83,61.3,3.0,0.0%,63.9%,0.0%,56.3%,45.5%,28.6%
2018 Wimbledon R128,W vs Ruse,0.98,1.11,87.1,5.8,3.1%,60.0%,3.5%,57.9%,44.8%,48.2%
2018 Eastbourne SF,L vs Sabalenka,0.86,0.82,70.3,5.4,0.0%,53.7%,0.0%,37.5%,56.0%,46.8%
2018 Eastbourne QF,W vs Ostapenko,1.05,1.37,59.2,2.5,2.8%,61.1%,9.1%,51.5%,61.8%,51.6%
2018 Eastbourne R32,W vs Saville,0.95,1.18,67.1,23.8,0.0%,66.0%,4.3%,57.4%,51.5%,42.4%
2018 Eastbourne R64,W vs Babos,1.14,1.69,40.3,2.5,11.1%,70.4%,16.7%,50.0%,48.0%,68.0%
2018 Miami R16,L vs Azarenka,0.79,0.57,36.4,2.1,0.0%,32.0%,0.0%,36.4%,48.3%,46.4%
2018 Miami R32,W vs Halep,1.02,1.22,66.5,4.1,0.0%,60.5%,0.0%,50.0%,57.1%,48.7%
2018 Miami R64,W vs Van Uytvanck,1.07,1.25,62.0,2.4,8.1%,48.6%,0.0%,61.8%,51.3%,54.1%
2018 Indian Wells R64,L vs Osaka,1.02,0.67,52.6,2.6,0.0%,43.3%,3.4%,58.6%,36.7%,27.6%
2018 Dubai R32,L vs Kasatkina,0.85,0.82,69.6,2.4,0.0%,52.6%,8.1%,45.9%,53.8%,44.7%
2018 Doha R32,L vs Kvitova,0.97,0.87,71.5,7.0,1.7%,51.7%,1.8%,52.7%,37.0%,49.0%
2018 Doha R64,W vs Barthel,1.06,1.15,70.7,4.7,0.0%,59.6%,4.3%,54.3%,42.4%,50.9%
2018 Australian Open R32,L vs Hsieh,1.00,0.74,54.5,2.1,0.0%,38.7%,0.0%,50.0%,38.9%,44.1%
2018 Australian Open R64,W vs Tsurenko,1.11,1.23,57.7,11.3,2.1%,64.6%,2.2%,57.8%,46.2%,39.6%
2018 (27 matches),,1.00,1.00,60.3,2.9,1.8%,56.3%,2.7%,53.3%,46.3%,44.3%
2017 (43 matches),,1.02,1.09,54.4,2.6,2.6%,58.8%,3.2%,56.2%,46.1%,44.7%
2016 (70 matches),,1.04,1.23,57.7,2.8,4.0%,60.1%,3.3%,57.2%,48.0%,50.0%
2015 (67 matches),,1.02,1.21,52.9,2.6,4.8%,61.8%,3.1%,58.4%,46.3%,48.5%
2014 (64 matches),,1.02,1.21,54.1,2.5,3.5%,60.8%,3.4%,55.7%,50.5%,48.9%
Career (464 matches),,1.03,1.20,55.8,2.6,2.8%,60.0%,2.4%,57.3%,47.8%,48.5%
