Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2018 Eastbourne SF,L vs Sabalenka,23.5%,25.9%,29.0%,23.3%,23.3%,30.4%,48.4%,48.3%,71.4%,23.8%,33.3%,25.0%,28.6%,35.7%,50.0%,-104
2018 Miami R32,W vs Halep,22.9%,25.7%,42.6%,27.9%,32.6%,45.2%,50.0%,19.0%,25.0%,14.8%,14.8%,39.1%,8.3%,40.0%,-,-104
2018 Australian Open R32,L vs Hsieh,18.6%,22.0%,33.3%,20.5%,25.6%,38.7%,57.9%,30.0%,40.0%,17.6%,17.6%,21.4%,0.0%,25.0%,50.0%,54
2018 Auckland R32,W vs Haddad Maia,26.3%,27.6%,48.2%,35.2%,35.2%,51.4%,55.6%,48.1%,0.0%,4.5%,9.1%,42.9%,0.0%,35.7%,100.0%,-104
2017 Beijing R64,W vs Witthoeft,25.6%,26.7%,42.9%,34.1%,36.4%,44.8%,68.2%,31.8%,33.3%,17.1%,17.1%,41.2%,0.0%,43.5%,25.0%,-75
2017 Wuhan R16,L vs Barty,17.1%,23.2%,45.5%,18.9%,26.4%,48.8%,65.4%,48.1%,40.0%,14.8%,18.5%,39.1%,0.0%,53.8%,100.0%,-21
2017 Wuhan R32,W vs Goerges,35.2%,38.0%,46.7%,40.5%,42.9%,56.0%,50.0%,50.0%,100.0%,28.6%,32.1%,35.0%,8.3%,37.5%,33.3%,-62
2017 Wuhan R64,W vs Rybarikova,16.2%,27.0%,54.1%,16.7%,33.3%,65.7%,63.6%,25.0%,25.0%,16.1%,19.4%,38.5%,0.0%,57.9%,80.0%,-66
2017 US Open R64,W vs Putintseva,14.5%,22.6%,51.9%,23.5%,38.2%,53.8%,52.6%,40.0%,100.0%,3.7%,3.7%,50.0%,0.0%,52.9%,0.0%,-77
2017 Toronto R16,L vs Wozniacki,21.3%,27.7%,22.2%,26.1%,39.1%,35.3%,63.6%,25.0%,25.0%,17.4%,17.4%,10.5%,15.4%,40.0%,40.0%,-54
2017 Eastbourne R32,L vs Davis,17.5%,26.3%,30.4%,11.1%,25.0%,37.5%,40.9%,42.9%,0.0%,30.0%,30.0%,14.3%,0.0%,38.5%,0.0%,-46
2017 Roland Garros R128,W vs Ferro,17.6%,23.5%,59.0%,27.6%,37.9%,66.7%,40.0%,35.7%,0.0%,5.3%,5.3%,50.0%,25.0%,36.4%,-,-61
2017 Miami R64,W vs Wang,23.5%,35.3%,50.0%,23.1%,41.0%,46.7%,55.6%,47.6%,33.3%,28.0%,32.0%,55.6%,22.2%,68.8%,100.0%,62
2017 Indian Wells R32,L vs Peng,10.8%,18.5%,41.1%,13.5%,27.0%,56.3%,57.9%,22.2%,25.0%,7.7%,7.7%,20.8%,33.3%,28.6%,60.0%,-36
2017 Indian Wells R64,W vs Sorribes Tormo,13.8%,23.1%,60.4%,20.5%,35.9%,74.2%,73.7%,30.0%,50.0%,4.3%,4.3%,40.9%,18.2%,50.0%,100.0%,-74
2017 Dubai R16,L vs Bellis,14.9%,24.3%,59.6%,15.2%,30.4%,64.1%,52.4%,36.0%,100.0%,18.2%,18.2%,50.0%,0.0%,71.4%,66.7%,46
2017 Dubai R32,W vs Mertens,26.7%,31.1%,53.1%,31.0%,37.9%,50.0%,61.5%,12.5%,-,20.0%,20.0%,58.3%,0.0%,75.0%,100.0%,-28
2017 Doha R16,L vs Wozniacki,15.1%,26.0%,46.7%,19.6%,35.3%,51.2%,52.2%,17.9%,40.0%,5.0%,5.0%,36.8%,58.3%,0.0%,0.0%,-64
2017 Australian Open R64,L vs Lucic,20.0%,23.6%,32.5%,25.0%,31.3%,37.5%,53.3%,17.6%,20.0%,15.8%,15.8%,25.0%,10.0%,22.2%,0.0%,31
2017 Australian Open R128,W vs Pironkova,22.4%,31.3%,46.2%,26.8%,39.0%,40.0%,56.5%,33.3%,0.0%,15.4%,19.2%,54.5%,50.0%,12.5%,0.0%,-104
Career (125 matches),,20.2%,27.5%,47.2%,23.8%,33.7%,51.3%,50.2%,32.5%,31.6%,14.7%,17.2%,40.0%,11.9%,40.8%,44.3%,-30
