Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2018 Eastbourne SF,L vs Sabalenka,3.8,3.7,4.0,49.0%,50.0%,50.0%,40.0%,54.4%,21.7%,2.0,1.7,2.5,2.7
2018 Miami R32,W vs Halep,5.2,5.8,4.8,54.4%,55.8%,60.0%,48.0%,48.1%,15.3%,8.0,5.4,5.5,4.0
2018 Australian Open R32,L vs Hsieh,4.7,5.5,4.1,50.7%,32.1%,47.4%,15.4%,49.2%,16.7%,-1.0,-1.0,-10.0,-10.3
2018 Auckland R32,W vs Haddad Maia,4.7,4.2,5.2,58.5%,51.1%,52.6%,52.6%,48.8%,10.1%,3.5,2.7,7.5,6.0
2017 Beijing R64,W vs Witthoeft,5.8,5.4,6.3,52.7%,50.0%,52.9%,63.9%,56.9%,19.8%,-9.5,-4.5,4.0,3.1
2017 Wuhan R16,L vs Barty,4.3,4.3,4.3,50.6%,36.5%,47.1%,41.7%,51.0%,17.0%,-3.0,-2.3,-2.5,-2.3
2017 Wuhan R32,W vs Goerges,3.1,3.0,3.3,57.3%,51.4%,36.4%,25.0%,37.8%,13.7%,-2.0,-3.8,10.5,13.0
2017 Wuhan R64,W vs Rybarikova,4.5,5.2,3.9,60.0%,44.7%,60.9%,41.2%,43.6%,19.5%,12.0,10.8,4.5,3.7
2017 US Open R64,W vs Putintseva,6.5,6.6,6.3,60.9%,48.5%,57.9%,56.7%,46.3%,17.0%,7.5,5.4,2.5,1.7
2017 Toronto R16,L vs Wozniacki,5.7,4.6,6.5,56.1%,26.9%,22.2%,44.4%,40.6%,14.5%,-6.5,-7.2,-1.0,-0.8
2017 Eastbourne R32,L vs Davis,4.5,4.2,4.7,48.1%,32.7%,40.0%,66.7%,43.6%,18.2%,-3.5,-4.0,-5.5,-5.2
2017 Roland Garros R128,W vs Ferro,5.1,5.0,5.3,60.5%,60.7%,42.9%,76.5%,39.0%,9.2%,10.5,14.0,2.5,2.1
2017 Miami R64,W vs Wang,5.5,4.8,6.1,54.4%,44.4%,68.8%,57.7%,54.4%,25.5%,5.0,3.1,7.5,6.6
2017 Indian Wells R32,L vs Peng,5.3,4.9,5.9,46.2%,42.9%,52.6%,43.8%,43.2%,9.5%,1.0,1.0,-1.5,-1.2
2017 Indian Wells R64,W vs Sorribes Tormo,5.9,5.6,6.1,58.5%,63.3%,44.4%,42.3%,47.2%,20.6%,6.0,4.2,-1.0,-0.8
2017 Dubai R16,L vs Bellis,6.2,5.6,6.7,52.4%,60.0%,35.0%,40.0%,49.1%,18.1%,11.5,6.0,-2.5,-1.5
2017 Dubai R32,W vs Mertens,5.7,5.5,5.9,61.9%,65.0%,52.4%,60.0%,51.7%,17.1%,2.0,1.9,6.0,6.8
2017 Doha R16,L vs Wozniacki,6.2,5.6,6.9,41.9%,40.9%,50.0%,48.1%,47.3%,25.3%,-1.0,-0.7,0.0,0.0
2017 Australian Open R64,L vs Lucic,3.6,3.3,3.8,39.7%,41.9%,50.0%,50.0%,51.2%,31.1%,4.0,7.8,-1.0,-2.4
2017 Australian Open R128,W vs Pironkova,6.3,5.9,6.7,62.1%,50.0%,54.5%,60.0%,55.7%,30.1%,8.5,4.5,0.5,0.5
Career (125 matches),,4.9,4.8,5.0,53.7%,48.8%,50.0%,48.9%,48.8%,16.8%,5.4,4.3,2.0,1.7
