Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,28,14,14,50.0%,30-34,46.9%,295-311,48.7%,4-1,80.0%,28,59.7%,37.0%,2.3%,2.4%,62.6%,60.6%,44.7%,54.7%,45.2%,49.8%,1.00,SF (Eastbourne)
2017,43,25,18,58.1%,56-41,57.7%,479-425,53.0%,5-3,62.5%,42,65.6%,40.0%,3.0%,2.4%,62.1%,64.9%,45.5%,57.5%,45.8%,51.6%,1.08,F (Sydney)
2016,72,53,19,73.6%,115-43,72.8%,864-586,59.6%,8-6,57.1%,71,70.5%,48.2%,3.9%,2.7%,61.8%,66.0%,47.0%,58.7%,48.9%,53.9%,1.18,W (3x)
2015,76,51,25,67.1%,114-59,65.9%,878-637,58.0%,3-6,33.3%,49,71.4%,44.1%,3.9%,2.1%,67.0%,67.1%,48.9%,61.1%,44.8%,53.1%,1.15,W (3x)
2014,67,45,22,67.2%,96-52,64.9%,769-574,57.3%,7-5,58.3%,60,-,-,3.6%,1.9%,65.4%,62.4%,48.1%,57.5%,48.6%,53.0%,1.14,W (Montreal)
2013,82,62,20,75.6%,129-49,72.5%,967-672,59.0%,12-5,70.6%,69,81.5%,51.9%,3.6%,2.4%,65.3%,64.9%,49.2%,59.4%,47.4%,53.4%,1.17,W (3x)
2012,83,63,20,75.9%,132-49,72.9%,943-650,59.2%,5-3,62.5%,70,-,-,3.9%,1.9%,67.6%,65.7%,46.0%,59.3%,48.2%,53.8%,1.18,W (3x)
2011,68,49,19,72.1%,107-50,68.2%,836-623,57.3%,6-9,40.0%,57,-,-,3.3%,1.6%,67.4%,62.5%,49.7%,58.3%,48.1%,53.2%,1.15,W (3x)
2010,54,34,20,63.0%,76-40,65.5%,604-444,57.6%,5-4,55.6%,49,-,-,2.5%,1.9%,65.7%,63.1%,49.3%,58.4%,47.9%,53.1%,1.15,F (San Diego)
2009,73,49,24,67.1%,106-59,64.2%,859-677,55.9%,7-11,38.9%,64,-,-,2.1%,2.1%,65.9%,62.3%,47.9%,57.4%,47.6%,52.5%,1.12,F (Beijing)
2008,74,52,22,70.3%,110-58,65.5%,862-667,56.4%,8-7,53.3%,59,-,-,2.1%,2.1%,67.1%,62.7%,46.6%,57.4%,48.3%,52.8%,1.13,W (3x)
2007,50,31,19,62.0%,69-45,60.5%,542-457,54.3%,3-2,60.0%,42,-,-,2.9%,2.5%,60.4%,62.7%,47.9%,56.8%,44.6%,50.9%,1.03,W (Stockholm)
2006,23,15,8,65.2%,33-18,64.7%,262-212,55.3%,2-1,66.7%,10,-,-,2.6%,2.3%,65.8%,61.5%,45.1%,55.9%,45.9%,51.0%,1.04,SF (Luxembourg)
Career,793,543,250,68.5%,1173-597,66.3%,9160-6935,56.9%,75-63,54.3%,670,68.2%,43.9%,3.1%,2.2%,65.1%,63.9%,47.6%,58.2%,47.4%,52.8%,1.13,
