Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2018 Eastbourne SF,L vs Sabalenka,1.2%,0.0%,6.2%,54.5%,7.8%,8.3%,0.0%,1.8%,0.0%,1.1%,33.3%,-154,-128
2018 Miami R32,W vs Halep,0.0%,-,7.9%,75.0%,5.2%,6.9%,0.0%,7.3%,35.7%,2.1%,42.9%,-86,-74
2018 Australian Open R32,L vs Hsieh,0.0%,-,14.0%,61.1%,3.8%,9.5%,0.0%,1.4%,0.0%,0.4%,100.0%,-111,-96
2018 Auckland R32,W vs Haddad Maia,0.0%,-,6.0%,77.8%,11.5%,25.0%,22.2%,5.5%,20.0%,1.4%,0.0%,-88,-63
2017 Beijing R64,W vs Witthoeft,0.0%,-,18.6%,83.3%,7.1%,13.5%,0.0%,0.0%,0.0%,2.5%,50.0%,-51,-35
2017 Wuhan R16,L vs Barty,0.0%,-,8.4%,57.1%,8.7%,19.2%,0.0%,0.0%,0.0%,0.7%,0.0%,-85,-81
2017 Wuhan R32,W vs Goerges,0.0%,-,7.5%,72.7%,9.3%,20.0%,0.0%,10.2%,42.9%,1.2%,0.0%,-95,-37
2017 Wuhan R64,W vs Rybarikova,0.0%,-,12.4%,47.4%,11.8%,21.2%,0.0%,5.3%,35.7%,1.4%,50.0%,-97,-93
2017 US Open R64,W vs Putintseva,1.7%,100.0%,30.5%,64.1%,8.5%,12.8%,0.0%,2.3%,22.2%,1.5%,60.0%,-104,-96
2017 Toronto R16,L vs Wozniacki,0.0%,-,10.7%,45.5%,5.2%,0.0%,0.0%,3.1%,12.5%,1.2%,0.0%,-91,-77
2017 Eastbourne R32,L vs Davis,1.8%,0.0%,12.5%,50.0%,7.6%,9.5%,0.0%,5.1%,10.0%,2.6%,66.7%,-75,-70
2017 Roland Garros R128,W vs Ferro,0.0%,-,16.7%,82.4%,6.2%,6.7%,0.0%,1.2%,6.3%,2.3%,60.0%,-153,-132
2017 Miami R64,W vs Wang,0.0%,-,17.1%,68.0%,7.3%,16.1%,0.0%,7.3%,37.5%,2.3%,0.0%,-99,-73
2017 Indian Wells R32,L vs Peng,0.0%,-,14.8%,58.8%,13.3%,21.4%,0.0%,1.0%,0.0%,1.5%,50.0%,-27,-38
2017 Indian Wells R64,W vs Sorribes Tormo,1.6%,100.0%,20.5%,76.9%,5.8%,9.5%,33.3%,3.6%,0.0%,2.8%,22.2%,-79,-74
2017 Dubai R16,L vs Bellis,0.0%,-,7.8%,66.7%,9.6%,14.8%,0.0%,5.0%,17.6%,1.7%,28.6%,-75,-67
2017 Dubai R32,W vs Mertens,2.3%,100.0%,21.4%,61.9%,2.1%,6.1%,0.0%,4.6%,14.3%,1.3%,33.3%,-124,-99
2017 Doha R16,L vs Wozniacki,0.0%,-,16.3%,71.4%,9.4%,19.4%,0.0%,2.7%,4.3%,2.7%,11.1%,-66,-67
2017 Australian Open R64,L vs Lucic,0.0%,-,8.9%,77.8%,11.4%,20.0%,0.0%,3.3%,25.0%,1.6%,0.0%,-166,-116
2017 Australian Open R128,W vs Pironkova,0.0%,-,16.9%,73.9%,7.0%,18.6%,0.0%,4.5%,4.2%,3.2%,41.7%,-82,-74
Career (125 matches),,0.8%,66.2%,11.7%,66.3%,9.1%,14.8%,13.4%,4.9%,15.7%,1.9%,25.6%,-86,-77
