Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,559,387,172,69.2%,836-410,67.1%,6476-4864,57.1%,52-39,57.1%,476,68.7%,43.9%,3.1%,2.4%,64.1%,63.8%,47.8%,58.1%,47.7%,52.9%,1.14
Clay,132,87,45,65.9%,190-104,64.6%,1476-1127,56.7%,14-11,56.0%,104,55.0%,46.7%,3.0%,1.8%,64.9%,63.2%,45.9%,57.1%,47.8%,52.5%,1.12
Grass,93,65,28,69.9%,138-72,65.7%,1119-850,56.8%,8-12,40.0%,86,73.1%,42.2%,3.5%,1.4%,69.9%,65.2%,48.8%,60.3%,45.2%,52.8%,1.14
Carpet,9,4,5,44.4%,9-11,45.0%,89-94,48.6%,1-1,50.0%,4,-,-,3.4%,0.4%,72.0%,56.3%,41.9%,52.3%,47.2%,49.9%,0.99
Grand Slams,174,125,49,71.8%,264-124,68.0%,2022-1455,58.2%,10-11,47.6%,155,70.6%,43.7%,3.2%,1.8%,65.7%,64.8%,47.6%,58.9%,47.3%,53.1%,1.15
Premiers,340,220,120,64.7%,490-283,63.4%,3945-3134,55.7%,36-33,52.2%,320,67.0%,43.8%,3.0%,2.2%,65.0%,63.2%,47.6%,57.8%,47.0%,52.4%,1.11
Internationals,95,72,23,75.8%,153-47,76.5%,1071-675,61.3%,9-6,60.0%,78,75.7%,46.4%,3.8%,2.3%,64.6%,67.0%,50.1%,61.0%,49.3%,55.1%,1.26
Finals,28,20,8,71.4%,45-21,68.2%,335-265,55.8%,3-2,60.0%,24,75.6%,38.5%,4.1%,2.4%,67.1%,66.0%,48.6%,60.3%,44.8%,52.7%,1.13
Semi-finals,66,28,38,42.4%,69-82,45.7%,668-700,48.8%,7-4,63.6%,59,59.9%,34.4%,2.3%,2.1%,67.0%,60.5%,42.9%,54.7%,44.0%,49.4%,0.97
Quarter-finals,114,62,52,54.4%,138-111,55.4%,1199-1109,51.9%,12-14,46.2%,103,66.9%,44.6%,3.0%,2.3%,66.1%,60.6%,46.2%,55.7%,46.2%,50.9%,1.04
vs Righties,719,499,220,69.4%,1075-528,67.1%,8318-6219,57.2%,65-56,53.7%,607,67.8%,44.8%,3.2%,2.2%,65.0%,64.0%,47.5%,58.2%,47.6%,52.9%,1.14
vs Lefties,72,42,30,58.3%,94-68,58.0%,813-697,53.8%,10-7,58.8%,61,70.8%,37.6%,2.7%,2.2%,65.4%,62.9%,48.0%,57.7%,44.8%,51.3%,1.06
vs Top 10,137,49,88,35.8%,121-189,39.0%,1343-1572,46.1%,11-14,44.0%,109,57.1%,40.3%,2.2%,2.3%,66.2%,58.3%,43.4%,53.3%,43.2%,48.3%,0.92
