Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R128,L vs Maria,81.2,89.3,5.6,92.6,87.3,99,80,70.4,3.3,72.8,67.3,75,63
2018 Wimbledon R64,L vs Safarova,88.3,91.7,5.2,93.5,88.9,100,78,73.7,2.1,73.0,,78,71
2018 Wimbledon R128,W vs Ruse,85.9,91.5,5.2,92.1,89.2,102,79,71.3,3.8,72.0,,79,64
2017 US Open R32,L vs Vandeweghe,84.8,93.0,4.8,96.4,91.6,103,83,69.9,4.1,75.0,70.0,77,62
2017 US Open R64,W vs Putintseva,81.4,92.0,6.0,93.7,87.8,102,80,68.1,4.2,69.7,79.0,79,61
2017 US Open R128,W vs Martic,86.7,93.5,6.4,95.6,92.7,103,79,68.4,3.0,68.3,66.0,74,64
2017 Wimbledon R16,L vs Kuznetsova,84.8,90.2,4.8,91.4,88.9,98,81,74.4,3.1,76.6,75.3,80,68
2017 Wimbledon R32,W vs Bacsinszky,87.8,92.0,5.6,93.8,90.3,102,80,75.1,4.6,72.4,75.7,81,60
2017 Wimbledon R64,W vs Mchale,85.5,93.5,5.5,95.2,89.4,101,76,69.5,2.9,69.5,71.5,74,63
2017 Wimbledon R128,W vs Jankovic,84.0,90.0,6.1,91.5,88.3,102,79,70.8,4.0,74.8,71.0,84,66
2017 Roland Garros R64,W vs Van Uytvanck,84.9,91.8,4.7,93.4,88.2,100,82,69.6,2.9,71.0,,75,65
2017 Roland Garros R128,W vs Ferro,82.7,90.8,5.0,,,98,75,71.9,3.9,,,80,64
2017 Australian Open R64,L vs Lucic,84.4,91.4,6.1,91.1,86.7,101,80,72.5,3.4,79.0,,79,67
2017 Australian Open R128,W vs Pironkova,81.2,90.1,8.1,93.1,86.8,102,76,68.2,3.2,65.0,70.5,77,63
2016 US Open R16,L vs Konjuh,86.3,93.7,6.5,93.5,89.8,105,83,72.4,3.5,75.3,67.0,81,67
2016 US Open R32,W vs Garcia,83.1,91.9,5.9,94.8,89.7,105,83,69.1,3.0,69.0,62.0,75,62
2016 US Open R64,W vs Broady,83.2,90.4,7.5,93.8,86.3,106,75,69.3,3.5,70.3,,75,62
2016 US Open R128,W vs Pegula,85.3,94.7,6.3,95.1,90.8,106,83,70.9,6.4,70.0,,84,62
2016 Wimbledon R16,L vs Cibulkova,84.9,92.3,6.5,94.0,90.2,105,70,73.3,3.5,73.4,75.0,83,66
2016 Wimbledon R32,W vs Siniakova,85.2,92.3,6.6,95.4,89.1,105,83,71.5,3.6,72.0,,76,65
Career (110 matches),,85.7,91.9,5.8,93.7,89.0,108,65,72.0,3.7,71.8,70.4,88,60
