Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2000 Marseille F,W vs Federer,56.1%,45.7%,4.9%,1/3,1.56,19.2%,64.7%,50.0%,2.9%,1.20,20.0%,85.7%,41.7%,10.7%,1.78,18.8%
1996 Wimbedon R32,L vs Rafter,55.2%,50.0%,5.5%,6/2,1.21,3.4%,51.1%,48.9%,3.3%,1.32,6.9%,67.3%,51.5%,10.2%,1.13,0.0%
1996 Roland Garros SF,L vs Stich,60.7%,45.1%,2.4%,0/2,1.82,28.9%,61.4%,42.9%,1.8%,1.58,44.0%,61.5%,50.0%,3.8%,2.13,10.0%
1994 Paris SF,W vs Chang,70.5%,48.4%,6.8%,3/3,2.26,1.8%,60.5%,52.2%,5.3%,2.18,0.0%,81.3%,46.2%,8.3%,2.33,3.3%
1994 Paris F,L vs Agassi,68.9%,43.9%,13.4%,8/8,2.10,0.0%,71.1%,37.5%,12.2%,2.06,0.0%,64.3%,66.7%,17.9%,2.14,0.0%
1994 New Haven F,L vs Becker,49.0%,37.5%,12.2%,4/2,2.29,24.0%,42.4%,21.4%,3.0%,1.92,22.2%,66.7%,60.0%,33.3%,2.67,26.1%
1993 Stockholm SF,L vs Stich,58.3%,50.0%,18.1%,8/5,1.56,22.5%,48.8%,45.0%,14.6%,1.36,38.9%,71.0%,54.5%,22.6%,1.73,9.1%
1993 Indian Wells R32,W vs Agassi,82.7%,40.7%,7.7%,5/3,2.32,1.4%,77.6%,31.1%,1.7%,1.91,0.0%,89.1%,51.2%,15.2%,2.68,2.6%
1992 Olympics F,W vs Arrese,79.2%,40.1%,3.5%,3/3,1.99,12.4%,81.8%,39.4%,1.7%,1.84,39.3%,80.9%,42.1%,8.5%,2.04,1.4%
1992 Roland Garros R128,L vs Sampras,51.2%,53.6%,2.4%,3/1,2.21,29.1%,45.2%,52.6%,1.2%,2.27,46.7%,86.8%,54.3%,5.7%,2.15,4.7%
1991 Wimbledon R128,L vs Edberg,30.0%,38.1%,7.1%,3/2,1.44,16.7%,41.9%,46.2%,6.5%,1.60,30.0%,72.7%,25.0%,27.3%,1.25,0.0%
Career (11 matches),,62.2%,45.2%,6.8%,56.4%,2.01,13.6%,61.9%,41.9%,4.6%,1.88,23.3%,77.2%,49.8%,12.3%,2.11,5.2%
