Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,3,0,3,0.0%,1-6,14.3%,32-40,44.4%,0-2,0.0%,0,,,,,,,,,,,,R32 (3x)
2004,24,9,15,37.5%,23-30,43.4%,247-274,47.4%,6-4,60.0%,0,,,,,,,,,,,,QF (2x)
2003,25,14,11,56.0%,29-26,52.7%,285-282,50.3%,8-5,61.5%,0,,,,,,,,,,,,W (2x)
2002,34,21,13,61.8%,46-33,58.2%,392-388,50.3%,10-7,58.8%,0,,,,,,,,,,,,F (Aachen)
2001,8,7,1,87.5%,14-8,63.6%,107-87,55.2%,2-0,100.0%,0,,,,,,,,,,,,W (Milan1)
1998,4,3,1,75.0%,5-1,83.3%,35-23,60.3%,1-2,33.3%,0,,,,,,,,,,,,SF (Nuembrecht)
1990,3,1,2,33.3%,2-2,50.0%,17-17,50.0%,0-2,0.0%,0,,,,,,,,,,,,R16 (Estoril)
1989,31,25,6,80.6%,45-12,78.9%,309-208,59.8%,6-6,50.0%,0,,,,,,,,,,,,W (2x)
1988,7,2,5,28.6%,6-9,40.0%,62-74,45.6%,0-1,0.0%,0,,,,,,,,,,,,QF (Crans Montana)
Career,139,82,57,59.0%,171-127,57.4%,1486-1393,51.6%,33-29,53.2%,0,,,,,,,,,,,,
