Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
15,Yevgeny Kafelnikov [RUS],10,5,66.7%,9,5,4,55.6%,1992,2002,15,1.06,15.5%,5.7%,56.7%,78.4%,50.4%,66.3%,35.7%,65.8%,43.9%
14,Fabrice Santoro [FRA],7,7,50.0%,2,1,1,50.0%,1990,2003,12,1.11,13.8%,6.6%,54.1%,79.9%,47.4%,64.9%,38.9%,60.3%,40.5%
14,Goran Ivanisevic [CRO],4,10,28.6%,7,3,4,42.9%,1990,2000,12,0.89,11.7%,6.5%,56.5%,78.4%,46.5%,64.5%,31.4%,56.2%,23.5%
12,Alex Corretja [ESP],4,8,33.3%,6,3,3,50.0%,1993,2003,11,0.85,12.7%,8.6%,54.9%,78.1%,45.6%,63.4%,30.9%,69.7%,45.5%
12,Arnaud Boetsch [FRA],7,5,58.3%,5,3,2,60.0%,1988,1997,7,1.15,13.1%,4.8%,53.4%,81.9%,51.1%,67.5%,37.2%,71.4%,34.5%
11,Renzo Furlan [ITA],7,4,63.6%,3,3,0,100.0%,1994,2002,6,1.02,14.2%,6.1%,57.1%,76.2%,45.4%,63.0%,37.9%,63.6%,42.9%
11,Jim Courier [USA],4,7,36.4%,8,3,5,37.5%,1992,1999,8,0.85,13.3%,5.5%,56.2%,79.9%,48.1%,66.0%,28.9%,65.3%,15.6%
10,Bohdan Ulihrach [CZE],7,3,70.0%,2,1,1,50.0%,1996,2003,5,0.99,8.4%,5.6%,55.6%,74.2%,43.7%,60.6%,38.9%,57.1%,44.4%
10,David Prinosil [GER],9,1,90.0%,5,4,1,80.0%,1993,2003,8,1.26,14.2%,4.4%,58.2%,80.7%,46.6%,66.4%,42.4%,63.9%,48.3%
10,Thomas Enqvist [SWE],4,6,40.0%,2,1,1,50.0%,1991,2001,9,0.88,15.2%,7.6%,59.1%,76.0%,35.7%,59.5%,35.7%,68.8%,35.3%
10,Wayne Ferreira [RSA],6,4,60.0%,6,5,1,83.3%,1992,2000,9,1.08,12.3%,7.7%,55.2%,80.2%,46.4%,65.1%,37.7%,53.3%,33.9%
9,Cedric Pioline [FRA],6,3,66.7%,3,2,1,66.7%,1991,2000,9,1.03,10.0%,6.9%,53.4%,79.3%,47.5%,64.5%,36.5%,56.4%,39.0%
9,Ronald Agenor [USA],6,3,66.7%,2,2,0,100.0%,1990,2000,8,1.07,14.1%,7.3%,52.5%,78.9%,46.7%,63.6%,38.8%,63.4%,44.2%
8,Greg Rusedski [GBR],3,5,37.5%,9,3,6,33.3%,1995,2004,8,0.84,10.2%,7.1%,57.1%,78.6%,56.4%,69.0%,26.2%,73.7%,23.3%
8,Andrei Medvedev [UKR],5,3,62.5%,4,3,1,75.0%,1991,2001,8,0.92,7.7%,5.6%,59.0%,71.9%,45.4%,61.0%,35.7%,56.5%,29.4%
