Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,298,162,136,54.4%,412-354,53.8%,3821-3684,50.9%,74-63,54.0%,270,81.9%,20.2%,11.9%,6.7%,55.3%,78.4%,48.3%,64.9%,36.4%,50.5%,1.04
Clay,234,118,116,50.4%,279-282,49.7%,2673-2717,49.6%,50-39,56.2%,164,77.0%,21.5%,8.4%,6.3%,57.0%,74.6%,45.7%,62.2%,37.7%,49.8%,1.00
Grass,59,28,31,47.5%,87-86,50.3%,878-907,49.2%,23-11,67.6%,52,83.2%,14.9%,13.7%,9.5%,57.5%,81.2%,44.1%,65.4%,33.4%,49.7%,0.97
Carpet,198,126,72,63.6%,281-175,61.6%,2455-2144,53.4%,57-43,57.0%,159,87.0%,20.1%,17.0%,6.6%,57.2%,82.0%,49.2%,68.0%,35.9%,51.6%,1.12
Grand Slams,96,45,51,46.9%,171-182,48.4%,1684-1769,48.8%,29-21,58.0%,83,79.6%,18.8%,10.0%,6.8%,58.3%,78.2%,42.5%,63.3%,35.7%,49.7%,0.97
Masters,152,73,79,48.0%,170-172,49.7%,1701-1701,50.0%,28-36,43.8%,135,79.9%,20.4%,12.0%,6.4%,55.2%,76.7%,47.7%,63.7%,36.3%,49.8%,1.00
Other Tours,505,292,213,57.8%,643-499,56.3%,5800-5400,51.8%,128-97,56.9%,427,83.4%,20.2%,13.2%,7.0%,56.1%,79.2%,48.9%,65.9%,36.6%,51.0%,1.07
Best of 5,133,71,62,53.4%,254-228,52.7%,2382-2386,50.0%,48-24,66.7%,86,79.7%,18.6%,10.1%,6.8%,58.2%,78.2%,42.6%,63.3%,35.7%,49.6%,0.97
Best of 3,656,363,293,55.3%,805-669,54.6%,7445-7066,51.3%,156-132,54.2%,559,82.5%,20.3%,12.9%,6.9%,55.9%,78.6%,48.6%,65.4%,36.5%,50.7%,1.06
Finals,24,16,8,66.7%,36-21,63.2%,309-272,53.2%,9-6,60.0%,19,87.7%,18.3%,12.8%,6.3%,54.9%,81.3%,52.2%,68.2%,34.9%,51.5%,1.10
Semi-finals,46,23,23,50.0%,53-56,48.6%,520-537,49.2%,8-8,50.0%,37,82.6%,15.8%,14.0%,5.8%,56.8%,78.3%,48.3%,65.3%,34.4%,49.7%,0.99
Quarter-finals,79,46,33,58.2%,99-81,55.0%,928-872,51.6%,24-16,60.0%,66,83.3%,19.1%,13.0%,6.2%,57.2%,79.4%,48.0%,66.0%,36.3%,50.8%,1.07
vs Righties,655,364,291,55.6%,889-745,54.4%,8196-7875,51.0%,171-123,58.2%,535,81.7%,20.4%,12.4%,6.9%,56.4%,78.5%,47.1%,64.8%,36.6%,50.5%,1.04
vs Lefties,133,69,64,51.9%,168-152,52.5%,1619-1575,50.7%,33-33,50.0%,109,83.3%,17.7%,12.0%,6.5%,56.2%,78.6%,49.3%,65.8%,35.0%,50.2%,1.02
vs Top 10,96,33,63,34.4%,93-152,38.0%,1157-1335,46.4%,23-31,42.6%,81,80.1%,12.4%,13.0%,6.5%,57.2%,78.0%,45.2%,64.0%,31.3%,47.9%,0.87
