Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2000 Marseille F,W vs Federer,30.5%,40.2%,57.7%,33.8%,64.3%,75.0%,70.0%,73.9%,50.0%,43.8%,-,30.4%,52.2%,50.0%,138
1996 Wimbedon R32,L vs Rafter,40.3%,55.5%,51.7%,45.7%,52.5%,65.6%,48.3%,63.0%,20.7%,21.9%,25.0%,34.0%,55.3%,54.8%,185
1996 Roland Garros SF,L vs Stich,32.9%,38.4%,44.4%,38.2%,45.7%,52.2%,52.0%,54.1%,21.7%,30.4%,16.7%,13.0%,17.4%,35.0%,4
1994 Paris SF,W vs Chang,43.6%,50.5%,38.2%,46.1%,59.7%,66.1%,32.0%,63.9%,69.0%,48.5%,25.0%,18.9%,27.0%,43.3%,-1
1994 Paris F,L vs Agassi,32.3%,40.0%,42.7%,36.3%,49.3%,60.6%,38.9%,56.6%,48.6%,41.7%,50.0%,13.2%,17.0%,45.7%,12
1994 New Haven F,L vs Becker,30.3%,42.1%,43.1%,38.0%,35.7%,52.4%,51.9%,49.8%,30.0%,45.5%,50.0%,25.0%,31.3%,33.3%,10
1993 Stockholm SF,L vs Stich,41.9%,52.7%,40.0%,44.9%,61.7%,66.0%,27.8%,66.4%,38.1%,38.5%,0.0%,8.3%,33.3%,50.0%,-33
1993 Indian Wells R32,W vs Agassi,31.3%,41.1%,50.7%,37.1%,48.4%,57.8%,66.7%,58.8%,46.7%,55.9%,66.7%,9.5%,21.4%,36.8%,-22
1992 Olympics F,W vs Arrese,38.5%,46.4%,45.4%,41.8%,67.4%,75.6%,50.0%,74.3%,21.6%,20.4%,0.0%,13.8%,22.5%,43.5%,12
1992 Roland Garros R128,L vs Sampras,22.0%,38.7%,53.4%,30.7%,36.8%,61.1%,61.7%,52.1%,24.4%,33.3%,28.6%,4.4%,15.6%,41.9%,-75
1991 Wimbledon R128,L vs Edberg,38.0%,42.3%,33.3%,38.7%,69.7%,72.7%,30.0%,71.2%,43.8%,29.4%,-,33.3%,50.0%,37.5%,141
Career (11 matches),,34.2%,44.3%,46.5%,38.9%,52.6%,63.9%,50.2%,61.5%,36.5%,36.3%,29.5%,17.0%,28.5%,43.2%,45
