Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
1996 Wimbledon R32,L vs Rafter,65% (17/26),18% (2/11),2/2,0/0,38% (3/8),0/3,0/1,- (0/0),- (0/0)
1996 Roland Garros SF,L vs Stich,75% (9/12),0% (0/2),0/0,0/0,56% (5/9),6/9,5/6,- (0/0),- (0/0)
1994 Paris F,L vs Agassi,58% (15/26),50% (2/4),1/1,0/0,55% (6/11),4/7,0/1,- (0/0),- (0/0)
1994 Paris SF,W vs Chang,59% (13/22),42% (5/12),2/2,1/1,67% (6/9),3/4,0/0,50% (3/6),20% (1/5)
1994 New Haven F,L vs Becker,50% (7/14),100% (1/1),0/0,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
1993 Stockholm SF,L vs Stich,71% (10/14),0% (0/4),0/0,0/0,80% (4/5),2/4,0/1,0% (0/4),25% (1/4)
1992 Barcelona Olympics F,W vs Arrese,65% (22/34),33% (5/15),3/3,1/1,71% (12/17),1/3,0/0,80% (4/5),75% (3/4)
1996 (2 matches),,68.4%,15.4%,100.0%,-,47.1%,50.0%,71.4%,-,-
1994 (3 matches),,56.5%,47.1%,100.0%,100.0%,62.1%,53.8%,0.0%,50.0%,20.0%
1993 (1 matches),,71.4%,0.0%,-,-,80.0%,50.0%,0.0%,0.0%,25.0%
1992 (1 matches),,64.7%,33.3%,100.0%,100.0%,70.6%,33.3%,-,80.0%,75.0%
Career (7 matches),,62.8%,30.6%,100.0%,100.0%,61.8%,50.0%,50.0%,46.7%,38.5%
