Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2005,1306,3,,,,,,,,,1430,5,,
2004,214,196,140,1617,135,1566,121,1598,,,357,120,,
2003,122,330,77,1736,81,1664,72,1693,63,1622,858,24,,
2002,101,389,79,1745,77,1683,80,1695,72,1616,522,61,,
2001,119,359,68,1773,65,1714,70,1726,69,1623,179,325,,
2000,28,1080,47,1840,40,1782,45,1792,39,1706,137,440,,
1999,45,947,66,1799,55,1758,58,1767,59,1661,175,355,,
1998,31,1201,40,1858,43,1791,40,1827,35,1724,310,173,,
1997,31,1222,64,1805,51,1773,34,1840,38,1708,187,336,,
1996,22,1406,26,1921,32,1831,23,1897,22,1794,223,262,,
1995,15,,18,1936,23,1867,20,1881,17,1808,113,623,,
1994,14,,13,2027,17,1929,26,1888,22,1812,134,513,,
1993,16,,10,2055,11,1981,15,1944,24,1810,124,535,,
1992,35,,15,1995,18,1916,17,1937,28,1774,12,1853,,
1991,60,,91,1758,82,1723,81,1724,84,1635,183,269,,
1990,22,,16,1948,95,1661,12,1920,29,1752,201,203,,
1989,45,,,,,,,,,,342,,,
1988,474,,,,,,,,,,432,,,
