Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
1995 Canada Masters SF,L vs Agassi,3,20,0.2,3.6%,23.8%,3,19,0.2,3.8%,23.8%,2.5%,1.3%,1.4,25.0%,17.9%
1993 US Open R64,W vs Pernfors,36,46,0.8,16.4%,21.0%,30,42,0.7,14.6%,20.4%,8.3%,6.3%,1.5,18.7%,12.8%
1990 Australian Open SF,L vs Edberg,11,16,0.7,8.8%,12.8%,8,16,0.5,6.7%,13.3%,3.3%,3.3%,2.3,35.2%,15.2%
1989 Davis Cup RR,L vs Becker,17,15,1.1,11.9%,10.5%,16,13,1.2,13.2%,10.7%,5.8%,7.4%,2.2,27.3%,12.6%
1988 US Open F,W vs Lendl,35,35,1.0,10.7%,10.7%,33,35,0.9,10.5%,11.1%,7.3%,3.2%,1.0,27.5%,27.8%
1988 US Open SF,W vs Cahill,30,6,5.0,17.1%,3.4%,29,4,7.3,17.6%,2.4%,7.9%,9.1%,1.3,17.7%,13.7%
1988 Roland Garros F,W vs Leconte,23,9,2.6,15.6%,6.1%,22,9,2.4,15.5%,6.3%,4.9%,10.6%,0.6,17.7%,27.9%
1988 Roland Garros SF,W vs Agassi,41,35,1.2,13.2%,11.3%,37,33,1.1,12.2%,10.9%,6.3%,5.9%,0.8,21.0%,26.1%
1988 Australian Open F,W vs Cash,39,41,1.0,11.8%,12.4%,37,39,0.9,11.8%,12.4%,6.4%,5.4%,1.0,19.6%,19.9%
1988 Australian Open SF,W vs Edberg,37,20,1.9,16.5%,8.9%,36,20,1.8,17.0%,9.4%,8.0%,9.0%,1.4,25.0%,17.9%
1987 Masters F,L vs Lendl,11,22,0.5,7.3%,14.7%,11,20,0.6,8.0%,14.6%,4.4%,3.6%,2.2,32.0%,14.7%
1987 Masters RR,L vs Edberg,20,12,1.7,14.8%,8.9%,19,11,1.7,14.7%,8.5%,10.9%,3.9%,2.7,37.8%,14.1%
1987 US Open F,L vs Lendl,35,40,0.9,11.9%,13.6%,33,37,0.9,12.2%,13.7%,4.8%,7.4%,1.3,23.5%,18.0%
1987 US Open SF,W vs Edberg,38,18,2.1,14.2%,6.7%,35,16,2.2,13.7%,6.3%,6.3%,7.5%,1.3,24.6%,18.3%
1987 US Open QF,W vs Mecir,35,19,1.8,12.4%,6.7%,24,12,2.0,9.1%,4.6%,6.1%,3.0%,1.2,20.9%,17.7%
1987 Wimbledon QF,L vs Cash,30,13,2.3,17.2%,7.5%,28,12,2.3,16.9%,7.2%,8.4%,6.6%,4.8,33.3%,6.9%
1987 Roland Garros F,L vs Lendl,29,25,1.2,12.4%,10.7%,26,22,1.2,11.9%,10.0%,3.2%,8.7%,1.2,26.6%,21.9%
1987 Roland Garros SF,W vs Becker,18,13,1.4,15.5%,11.2%,17,13,1.3,15.9%,12.1%,8.4%,7.5%,0.3,12.9%,37.9%
1987 Rome F,W vs Jaite,22,17,1.3,13.8%,10.7%,19,17,1.1,12.2%,10.9%,7.7%,4.5%,0.8,23.9%,28.3%
1987 Rome SF,W vs Mcenroe,18,13,1.4,18.4%,13.3%,16,13,1.2,17.2%,14.0%,7.5%,7.5%,0.4,13.3%,34.7%
Career (35 matches),,972,786,1.2,14.8%,12.0%,883,740,1.2,14.3%,12.0%,7.2%,7.0%,1.2,23.9%,20.3%
