Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1996,3,1,2,33.3%,4-4,50.0%,39-36,52.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (Braunschweig)
1982,5,5,0,100.0%,10-2,83.3%,67-45,59.8%,0-0,-,0,,,,,,,,,,,,W (Buchholz)
1981,3,2,1,66.7%,2-3,40.0%,23-22,51.1%,0-0,-,0,,,,,,,,,,,,QF (Barcelona)
1980,3,1,2,33.3%,2-4,33.3%,24-26,48.0%,1-0,100.0%,0,,,,,,,,,,,,R16 (Royan)
Career,14,9,5,64.3%,18-13,58.1%,153-129,54.3%,1-1,50.0%,0,,,,,,,,,,,,
