Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
1995 Canada SF,L vs Agassi,14% (1/7),0% (0/1),0/5,86% (6/7),17% (1/6),0/0,0/0,1/1,0/0,0/0
1990 Australian Open SF,L vs Edberg,0% (0/11),- (0/0),0/6,73% (8/11),13% (1/8),0/0,0/0,1/2,0/0,0/0
1989 Davis Cup RR,L vs Becker,18% (2/11),0% (0/2),0/7,73% (8/11),13% (1/8),0/0,0/0,1/1,0/0,0/0
1988 US Open F,W vs Lendl,32% (8/25),75% (6/8),0/4,46% (12/26),58% (7/12),4/5,2/2,1/2,1/1,0/0
1988 US Open SF,W vs Cahill,71% (10/14),90% (9/10),4/5,36% (5/14),0% (0/5),5/9,3/3,0/0,1/1,0/0
1988 Roland Garros F,W vs Leconte,62% (8/13),88% (7/8),1/2,14% (2/14),0% (0/2),5/5,1/1,0/0,1/1,0/0
1988 Roland Garros SF,W vs Agassi,63% (15/24),80% (12/15),4/8,50% (12/24),33% (4/12),6/9,0/0,0/0,0/0,0/0
1988 Australian Open F,W vs Cash,42% (11/26),73% (8/11),0/4,24% (6/25),33% (2/6),6/7,2/2,3/3,1/1,2/2
1987 Masters F,L vs Lendl,17% (2/12),100% (2/2),0/7,69% (9/13),11% (1/9),0/2,0/0,0/1,0/0,0/1
1987 Masters RR,L vs Edberg,10% (1/10),100% (1/1),0/3,50% (5/10),40% (2/5),1/1,0/0,2/2,0/0,1/1
1987 US Open SF,W vs Edberg,32% (6/19),83% (5/6),1/3,26% (5/19),40% (2/5),5/5,3/4,0/0,1/1,0/0
1987 US Open QF,W vs Mecir,52% (11/21),82% (9/11),4/7,36% (8/22),13% (1/8),4/7,1/1,2/2,0/0,0/0
1987 Wimbledon QF,L vs Cash,13% (2/16),50% (1/2),0/4,40% (6/15),33% (2/6),0/1,0/0,2/2,0/0,1/1
1987 Rome F,W vs Jaite,57% (8/14),75% (6/8),2/3,27% (4/15),25% (1/4),6/6,3/4,0/0,1/2,0/0
1987 Rome SF,W vs Mcenroe,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),3/4,1/1,0/0,0/0,0/0
1986 Stockholm F,L vs Edberg,18% (2/11),50% (1/2),1/7,73% (8/11),0% (0/8),0/1,0/0,0/1,0/0,0/0
1985 Australian Open F,L vs Edberg,7% (1/14),0% (0/1),0/2,36% (5/14),20% (1/5),0/0,0/0,1/3,0/0,0/1
1985 Tokyo Indoor F,L vs Lendl,0% (0/8),- (0/0),0/4,63% (5/8),20% (1/5),0/0,0/0,1/1,0/0,1/1
1985 US Open SF,L vs Mcenroe,39% (9/23),67% (6/9),1/6,42% (10/24),20% (2/10),5/6,2/2,1/3,0/0,0/1
1985 Cincinnati F,L vs Becker,0% (0/9),- (0/0),0/3,33% (3/9),0% (0/3),0/0,0/0,2/2,0/0,1/1
1995 (1 matches),,14.3%,0.0%,0.0%,85.7%,16.7%,-,-,100.0%,-,-
1990 (1 matches),,0.0%,-,0.0%,72.7%,12.5%,-,-,50.0%,-,-
1989 (1 matches),,18.2%,0.0%,0.0%,72.7%,12.5%,-,-,100.0%,-,-
1988 (5 matches),,51.0%,80.8%,39.1%,35.9%,35.1%,74.3%,100.0%,80.0%,100.0%,100.0%
1987 (7 matches),,35.0%,82.9%,28.6%,37.3%,23.7%,73.1%,80.0%,85.7%,66.7%,66.7%
Career (25 matches),,37.9%,74.1%,26.5%,43.6%,26.5%,70.3%,91.7%,72.7%,87.5%,66.7%
