Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
1995 Canada SF,L vs Agassi,14.6%,19.5%,29.4%,17.1%,24.0%,32.0%,36.8%,28.0%,27.3%,35.7%,50.0%,0.0%,0.0%,20.0%,-118
1993 US Open R64,W vs Pernfors,10.4%,18.4%,48.9%,15.8%,23.4%,37.5%,46.9%,37.0%,47.1%,36.7%,20.0%,4.4%,13.3%,51.2%,-73
1990 Australian Open SF,L vs Edberg,15.7%,22.9%,36.2%,19.3%,18.2%,29.5%,44.4%,23.9%,18.2%,22.7%,25.0%,12.0%,12.0%,22.7%,-79
1989 Davis Cup World Group F RR,L vs Becker,19.7%,28.9%,30.5%,25.4%,24.4%,35.6%,32.4%,34.0%,22.7%,30.4%,0.0%,13.8%,20.7%,28.0%,19
1988 US Open F,W vs Lendl,13.8%,19.9%,54.5%,18.2%,14.1%,20.5%,53.7%,19.2%,57.1%,69.6%,63.6%,12.0%,16.0%,59.1%,-79
1988 US Open SF,W vs Cahill,19.3%,21.7%,51.6%,26.3%,22.7%,25.8%,51.0%,31.5%,48.5%,42.4%,44.4%,7.1%,7.1%,53.8%,-49
1988 Roland Garros F,W vs Leconte,15.1%,26.0%,64.5%,22.2%,15.5%,26.8%,65.0%,22.8%,80.0%,41.5%,0.0%,0.0%,0.0%,50.0%,-118
1988 Roland Garros SF,W vs Agassi,13.7%,19.9%,51.8%,22.0%,12.4%,19.7%,53.3%,22.2%,33.8%,44.9%,33.3%,22.7%,22.7%,41.2%,47
1988 Australian Open F,W vs Cash,26.1%,35.3%,56.8%,34.8%,25.6%,35.9%,62.1%,36.9%,76.7%,49.1%,60.0%,29.4%,35.3%,37.5%,5
1988 Australian Open SF,W vs Edberg,10.4%,26.7%,58.1%,21.4%,13.0%,33.7%,60.0%,29.2%,69.8%,30.6%,40.0%,7.4%,18.5%,52.0%,-79
1987 Tour Finals F,L vs Lendl,18.8%,20.0%,37.3%,22.2%,20.3%,21.9%,33.3%,24.8%,38.7%,33.3%,60.0%,15.8%,15.8%,50.0%,39
1987 Tour Finals RR,L vs Edberg,21.8%,29.5%,45.0%,26.0%,28.3%,34.8%,45.5%,35.4%,35.0%,46.2%,40.0%,12.9%,22.6%,44.4%,-32
1987 US Open F,L vs Lendl,22.7%,29.1%,42.9%,29.0%,28.7%,36.2%,44.8%,38.2%,57.9%,44.6%,71.4%,11.6%,16.3%,39.5%,2
1987 US Open SF,W vs Edberg,18.7%,28.4%,56.1%,25.1%,21.5%,32.3%,60.3%,30.8%,51.2%,36.0%,40.0%,12.8%,20.5%,47.1%,-5
1987 US Open QF,W vs Mecir,20.3%,29.3%,57.6%,25.9%,31.2%,42.9%,54.7%,40.9%,42.9%,23.8%,20.0%,6.1%,12.2%,60.9%,-59
1987 Wimbledon QF,L vs Cash,13.7%,35.8%,50.6%,28.2%,16.4%,43.3%,57.1%,37.0%,53.1%,25.7%,33.3%,7.4%,18.5%,36.0%,-39
1987 Roland Garros F,L vs Lendl,21.7%,28.7%,50.0%,26.2%,29.2%,40.3%,49.0%,37.2%,70.0%,73.8%,50.0%,15.2%,17.4%,51.3%,14
1987 Roland Garros SF,W vs Becker,16.9%,26.0%,67.9%,22.2%,31.4%,51.4%,66.7%,43.1%,66.7%,55.0%,0.0%,6.5%,6.5%,69.0%,-79
1987 Rome F,W vs Jaite,17.6%,24.7%,55.1%,21.4%,30.2%,39.5%,56.7%,37.7%,23.8%,45.5%,0.0%,4.9%,9.8%,53.8%,-79
1987 Rome SF,W vs Mcenroe,12.5%,18.8%,63.4%,16.0%,16.7%,19.4%,66.7%,21.4%,42.1%,47.1%,50.0%,0.0%,18.2%,54.5%,-118
Career (35 matches),,16.7%,25.3%,50.7%,22.9%,20.3%,30.7%,52.8%,29.6%,49.5%,46.6%,43.5%,12.2%,18.8%,45.9%,-11
