Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1995 Canada SF,L vs Agassi,83.7%,27.8%,11.6%,5/0,2.09,2.9%,81.5%,22.7%,7.4%,2.08,5.3%,100.0%,35.7%,21.4%,2.10,0.0%
1993 US Open R64,W vs Pernfors,54.7%,44.8%,2.5%,2/2,2.39,1.1%,78.4%,40.0%,3.9%,2.14,2.0%,87.0%,48.9%,3.7%,2.59,0.0%
1990 Australian Open SF,L vs Edberg,68.4%,25.6%,5.3%,3/0,1.89,48.3%,70.5%,25.8%,2.3%,1.94,44.4%,72.7%,25.0%,18.2%,1.80,54.5%
1989 Davis Cup World Group F RR,L vs Becker,41.8%,39.3%,16.4%,8/3,2.00,16.9%,30.8%,50.0%,10.3%,1.78,5.9%,72.7%,31.3%,31.8%,2.30,32.0%
1988 US Open F,W vs Lendl,82.2%,45.0%,5.5%,4/4,1.74,26.9%,68.3%,39.5%,9.5%,1.70,29.1%,95.1%,48.1%,2.5%,1.98,13.6%
1988 US Open SF,W vs Cahill,79.8%,56.0%,4.3%,3/1,2.30,62.5%,83.3%,45.0%,4.2%,2.31,68.6%,89.7%,68.6%,5.1%,2.23,38.5%
1988 Roland Garros F,W vs Leconte,78.4%,62.1%,2.7%,1/1,1.99,54.1%,75.0%,53.3%,2.5%,1.97,52.5%,90.3%,71.4%,3.2%,2.75,100.0%
1988 Roland Garros SF,W vs Agassi,94.0%,50.7%,5.4%,6/2,1.84,4.4%,94.3%,52.0%,5.7%,1.87,5.0%,95.2%,47.5%,4.8%,1.65,0.0%
1988 Australian Open F,W vs Cash,70.2%,50.4%,2.2%,2/2,1.77,13.5%,70.8%,45.3%,3.8%,1.71,11.5%,79.4%,58.0%,0.0%,1.98,20.8%
1988 Australian Open SF,W vs Edberg,69.5%,59.2%,6.4%,7/2,1.88,35.0%,69.7%,50.9%,6.6%,1.83,26.9%,88.2%,68.9%,7.8%,2.04,60.0%
1987 Tour Finals F,L vs Lendl,69.2%,42.2%,4.6%,3/0,1.67,49.3%,44.4%,25.0%,3.7%,1.67,49.0%,91.7%,48.5%,5.6%,1.69,50.0%
1987 Tour Finals RR,L vs Edberg,82.5%,23.4%,5.3%,2/1,1.79,51.7%,83.8%,19.4%,5.4%,1.65,42.4%,88.9%,31.3%,5.6%,1.96,63.0%
1987 US Open F,L vs Lendl,76.4%,44.7%,6.8%,7/4,1.75,28.6%,67.9%,32.7%,8.6%,1.54,29.9%,95.8%,54.4%,5.6%,2.12,26.3%
1987 US Open SF,W vs Edberg,78.4%,46.7%,8.2%,6/5,1.74,35.5%,77.3%,45.6%,4.5%,1.61,30.1%,90.2%,48.6%,17.1%,2.03,47.1%
1987 US Open QF,W vs Mecir,89.9%,50.7%,0.7%,0/1,2.10,0.0%,90.2%,49.5%,0.0%,1.89,0.0%,91.7%,54.5%,2.8%,2.34,0.0%
1987 Wimbledon QF,L vs Cash,74.7%,27.1%,15.2%,7/5,1.85,0.0%,68.9%,21.4%,9.8%,1.36,0.0%,100.0%,41.2%,35.3%,2.58,0.0%
1987 Roland Garros F,L vs Lendl,78.1%,44.0%,6.3%,6/2,1.76,20.0%,63.3%,36.8%,6.7%,1.62,25.5%,98.4%,48.4%,6.3%,1.95,12.8%
1987 Roland Garros SF,W vs Becker,74.0%,61.4%,5.2%,4/0,1.90,47.2%,81.0%,61.8%,2.4%,1.90,41.7%,100.0%,60.9%,13.0%,1.90,51.7%
1987 Rome F,W vs Jaite,92.1%,48.6%,1.3%,1/0,1.87,18.8%,89.7%,40.0%,0.0%,1.95,40.0%,94.6%,57.1%,2.7%,1.81,2.6%
1987 Rome SF,W vs Mcenroe,76.5%,66.7%,3.9%,1/1,2.44,12.2%,72.4%,66.7%,3.4%,2.42,16.7%,90.0%,66.7%,5.0%,2.50,0.0%
Career (35 matches),,74.4%,48.9%,4.8%,63.2%,1.88,28.0%,73.0%,44.6%,4.7%,1.79,28.0%,91.9%,53.6%,6.0%,2.09,27.8%
