Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,260,186,74,71.5%,431-207,67.6%,3289-2524,56.6%,50-36,58.1%,62,72.8%,25.3%,3.9%,2.8%,65.4%,67.0%,47.0%,60.1%,38.5%,49.5%,0.97
Clay,343,263,80,76.7%,590-241,71.0%,4361-3111,58.4%,37-33,52.9%,48,66.2%,28.4%,3.0%,3.1%,64.5%,64.6%,44.3%,57.4%,40.4%,48.8%,0.95
Grass,66,49,17,74.2%,134-65,67.3%,1043-799,56.6%,19-10,65.5%,4,83.8%,18.5%,4.3%,2.3%,70.5%,72.0%,50.8%,65.8%,36.4%,50.4%,1.06
Carpet,125,72,53,57.6%,155-122,56.0%,1362-1238,52.4%,19-17,52.8%,8,77.5%,13.0%,5.0%,1.1%,63.6%,69.8%,50.2%,62.7%,34.4%,48.0%,0.92
Grand Slams,181,144,37,79.6%,410-169,70.8%,3062-2243,57.7%,51-28,64.6%,24,72.2%,25.8%,3.8%,2.3%,66.8%,67.0%,46.0%,60.0%,38.9%,49.4%,0.97
Masters,151,107,44,70.9%,214-107,66.7%,1628-1257,56.4%,25-22,53.2%,23,68.2%,26.5%,3.1%,2.5%,65.3%,65.2%,46.0%,58.5%,39.8%,49.0%,0.96
Other Tours,412,285,127,69.2%,581-303,65.7%,4460-3467,56.3%,46-41,52.9%,75,71.4%,24.8%,3.7%,3.1%,64.3%,66.7%,46.7%,59.6%,38.6%,49.2%,0.96
Best of 5,250,188,62,75.2%,558-259,68.3%,4295-3274,56.7%,59-38,60.8%,24,72.2%,25.8%,3.8%,2.3%,66.8%,67.0%,46.0%,60.0%,38.9%,49.4%,0.97
Best of 3,544,382,162,70.2%,752-376,66.7%,5760-4398,56.7%,66-58,53.2%,98,70.7%,25.2%,3.6%,3.0%,64.5%,66.4%,46.5%,59.3%,38.9%,49.1%,0.96
Finals,60,34,26,56.7%,86-69,55.5%,720-664,52.0%,9-10,47.4%,1,55.6%,11.1%,1.6%,9.7%,54.8%,61.8%,46.4%,54.8%,32.8%,43.9%,0.73
Semi-finals,83,59,24,71.1%,124-63,66.3%,927-723,56.2%,8-11,42.1%,4,65.8%,20.5%,3.8%,2.3%,64.3%,65.5%,37.9%,55.6%,38.2%,47.1%,0.86
Quarter-finals,105,81,24,77.1%,168-76,68.9%,1261-918,57.9%,22-16,57.9%,8,69.0%,29.7%,3.1%,2.7%,70.7%,62.5%,45.2%,57.4%,40.7%,48.9%,0.96
vs Righties,659,462,197,70.1%,1067-555,65.8%,8307-6460,56.3%,102-83,55.1%,104,70.5%,24.9%,3.8%,2.8%,65.0%,66.6%,45.4%,59.2%,38.6%,48.9%,0.95
vs Lefties,132,105,27,79.5%,237-80,74.8%,1711-1197,58.8%,23-13,63.9%,18,75.5%,28.4%,2.8%,2.8%,66.6%,66.0%,52.6%,61.6%,41.0%,51.2%,1.07
vs Top 10,130,63,67,48.5%,164-175,48.4%,1537-1600,49.0%,20-30,40.0%,12,74.3%,20.6%,3.5%,2.4%,66.0%,66.0%,44.2%,58.6%,37.2%,48.2%,0.90
