Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,26,19,7,73.1%,17,7,10,41.2%,1989,1996,SF,18,1.11,5.5%,2.1%,63.8%,69.3%,49.2%,62.0%,42.1%,61.6%,44.1%
Roland Garros,12,Clay,29,17,12,58.6%,7,5,2,71.4%,1984,1995,R16,11,0.97,3.6%,2.3%,63.3%,63.9%,47.9%,58.0%,40.6%,54.5%,44.2%
Wimbledon,6,Grass,17,11,6,64.7%,15,7,8,46.7%,1985,1995,R16,12,1.10,5.8%,3.4%,60.7%,74.6%,47.5%,63.9%,39.7%,58.8%,43.3%
US Open,10,Hard,36,26,10,72.2%,20,13,7,65.0%,1983,1995,SF,8,0.99,5.3%,1.8%,60.6%,68.1%,49.5%,60.8%,39.0%,58.1%,44.7%
Davis Cup,4,,10,6,4,60.0%,3,2,1,66.7%,1985,1990,,0,,,,,,,,,,
Indianapolis,11,Hard,22,11,11,50.0%,3,1,2,33.3%,1983,1995,SF,6,0.84,3.7%,5.1%,54.0%,66.7%,54.2%,60.9%,32.9%,60.0%,45.2%
Washington,10,Hard,29,19,10,65.5%,9,5,4,55.6%,1983,1995,F,12,1.04,6.8%,3.3%,58.4%,72.6%,47.9%,62.4%,39.2%,65.9%,41.6%
Memphis,8,Hard,13,5,8,38.5%,6,3,3,50.0%,1984,1995,QF,6,1.11,6.1%,2.9%,55.6%,71.4%,49.7%,61.8%,42.4%,39.3%,44.7%
Rome,7,Clay,18,11,7,61.1%,3,1,2,33.3%,1983,1989,F,0,,,,,,,,,,
Miami Masters,7,Hard,11,4,7,36.4%,3,2,1,66.7%,1990,1996,R16,10,0.92,6.4%,4.0%,55.0%,67.0%,51.0%,59.8%,37.2%,55.6%,30.8%
Sydney Outdoor,6,Hard,19,14,5,73.7%,7,4,3,57.1%,1989,1995,W,10,1.04,3.3%,2.2%,55.8%,66.7%,54.2%,61.2%,40.5%,60.3%,42.3%
