Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,327,213,114,65.1%,476-317,60.0%,4005-3418,54.0%,68-62,52.3%,139,77.1%,28.6%,5.3%,2.7%,58.4%,69.1%,52.2%,62.1%,40.3%,51.2%,1.06
Clay,209,122,87,58.4%,281-220,56.1%,2378-2117,52.9%,25-18,58.1%,47,67.7%,32.4%,4.0%,2.6%,57.7%,65.9%,47.1%,57.9%,41.8%,50.0%,0.99
Grass,21,12,9,57.1%,37-36,50.7%,365-341,51.7%,7-9,43.8%,15,76.7%,26.5%,5.6%,3.4%,60.1%,73.2%,47.5%,62.9%,39.5%,50.9%,1.07
Carpet,96,48,48,50.0%,97-103,48.5%,922-933,49.7%,22-20,52.4%,32,73.5%,23.1%,5.7%,2.5%,59.7%,66.8%,51.3%,60.5%,37.2%,49.0%,0.94
Grand Slams,108,73,35,67.6%,226-159,58.7%,1947-1698,53.4%,32-27,54.2%,49,74.9%,29.3%,5.2%,2.4%,62.4%,69.3%,48.6%,61.5%,40.7%,51.0%,1.06
Masters,133,72,61,54.1%,152-146,51.0%,1379-1356,50.4%,27-20,57.4%,62,71.8%,24.4%,4.9%,2.8%,56.6%,67.4%,51.6%,60.5%,38.4%,49.6%,0.97
Other Tours,402,244,158,60.7%,493-353,58.3%,4159-3578,53.8%,61-61,50.0%,122,76.3%,29.9%,5.2%,2.9%,56.9%,68.7%,51.5%,61.3%,40.7%,51.0%,1.05
Best of 5,134,88,46,65.7%,272-209,56.5%,2377-2148,52.5%,39-29,57.4%,50,74.4%,29.0%,5.1%,2.4%,62.3%,69.0%,48.6%,61.3%,40.5%,50.9%,1.05
Best of 3,519,307,212,59.2%,619-467,57.0%,5293-4661,53.2%,83-80,50.9%,183,75.0%,28.2%,5.1%,2.9%,56.8%,68.4%,51.5%,61.1%,40.0%,50.6%,1.03
Finals,20,9,11,45.0%,19-26,42.2%,191-219,46.6%,3-3,50.0%,4,61.4%,30.2%,2.4%,1.7%,57.5%,60.6%,50.0%,56.1%,41.6%,48.7%,0.95
Semi-finals,35,19,16,54.3%,36-35,50.7%,323-310,51.0%,5-4,55.6%,10,74.3%,23.0%,6.2%,2.4%,58.4%,68.8%,52.3%,61.9%,37.4%,49.6%,0.98
Quarter-finals,75,35,40,46.7%,79-90,46.7%,755-776,49.3%,14-15,48.3%,23,74.7%,25.6%,4.7%,2.8%,55.3%,69.9%,50.5%,61.2%,39.7%,50.4%,1.02
vs Righties,515,321,194,62.3%,711-517,57.9%,6046-5275,53.4%,105-83,55.9%,180,74.8%,29.2%,5.3%,2.7%,58.3%,68.7%,50.5%,61.1%,40.4%,50.8%,1.04
vs Lefties,135,72,63,53.3%,175-157,52.7%,1586-1514,51.2%,17-26,39.5%,53,75.0%,25.9%,4.6%,2.6%,59.7%,68.3%,51.2%,61.4%,39.4%,50.2%,1.02
vs Top 10,78,19,59,24.4%,52-144,26.5%,732-1060,40.8%,13-13,50.0%,27,69.3%,17.5%,5.2%,2.4%,59.1%,66.5%,46.1%,58.2%,34.3%,46.6%,0.82
