Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,3,11,21.4%,8-24,25.0%,128-177,42.0%,1-3,25.0%,7,59.6%,13.8%,2.3%,8.0%,60.9%,64.5%,39.4%,54.7%,33.5%,44.3%,0.74
Clay,22,9,13,40.9%,21-29,42.0%,206-250,45.2%,3-3,50.0%,21,58.5%,31.9%,2.3%,6.3%,66.9%,57.8%,47.7%,54.5%,41.5%,48.1%,0.91
Grass,3,0,3,0.0%,0-6,0.0%,12-37,24.5%,0-1,0.0%,3,66.7%,10.0%,1.3%,6.5%,56.9%,63.2%,33.3%,50.3%,23.1%,37.0%,0.47
Grand Slams,8,3,5,37.5%,6-11,35.3%,64-91,41.3%,1-1,50.0%,8,71.2%,25.0%,3.3%,6.5%,59.6%,63.7%,45.9%,56.5%,37.6%,46.9%,0.86
Premiers,3,2,1,66.7%,3-2,60.0%,20-18,52.6%,0-0,-,3,71.4%,35.0%,3.8%,3.0%,63.2%,66.7%,49.0%,60.2%,42.5%,52.0%,1.07
Internationals,25,6,19,24.0%,18-41,30.5%,232-319,42.1%,3-5,37.5%,18,54.8%,28.0%,1.7%,7.0%,67.1%,58.3%,42.0%,52.9%,38.3%,45.9%,0.81
Quarter-finals,1,0,1,0.0%,1-2,33.3%,8-16,33.3%,0-0,-,1,41.7%,25.0%,0.0%,1.4%,78.1%,43.9%,50.0%,45.2%,33.8%,39.7%,0.62
vs Righties,36,10,26,27.8%,26-57,31.3%,318-442,41.8%,4-6,40.0%,29,58.2%,26.9%,2.3%,6.8%,64.5%,59.7%,43.3%,53.9%,38.1%,46.2%,0.83
vs Lefties,3,2,1,66.7%,3-2,60.0%,28-22,56.0%,0-1,0.0%,2,70.6%,37.5%,0.9%,5.2%,71.3%,56.1%,66.7%,59.1%,42.6%,51.4%,1.04
vs Top 10,4,2,2,50.0%,4-5,44.4%,35-42,45.5%,0-0,-,2,37.5%,12.5%,1.1%,7.4%,53.7%,58.8%,34.1%,47.4%,30.9%,39.1%,0.59
