Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,8,3,5,37.5%,0,0,0,-,2013,2024,R128,6,1.02,7.1%,7.3%,64.8%,67.0%,46.2%,59.7%,41.0%,56.5%,39.6%
Roland Garros,5,Clay,11,6,5,54.5%,1,1,0,100.0%,2013,2024,R16,7,0.90,3.5%,7.2%,63.9%,56.1%,47.0%,52.8%,42.6%,45.5%,29.4%
Wimbledon,5,Grass,7,2,5,28.6%,1,0,1,0.0%,2013,2024,R128,3,0.51,0.0%,4.9%,53.5%,61.8%,36.4%,50.0%,25.4%,52.0%,0.0%
US Open,5,Hard,7,2,5,28.6%,3,1,2,33.3%,2012,2016,R128,6,0.89,2.0%,6.6%,60.9%,55.6%,43.0%,50.7%,44.1%,47.5%,48.1%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.69,2.0%,12.2%,51.0%,52.0%,37.5%,44.9%,38.2%,44.4%,100.0%
Fed Cup,1,,1,1,0,100.0%,0,0,0,-,2015,2015,,0,,,,,,,,,,
Istanbul,2,Clay,3,1,2,33.3%,0,0,0,-,2016,2017,R16,3,0.88,1.6%,9.1%,69.5%,53.8%,42.1%,50.3%,43.6%,53.3%,52.9%
Linz,2,Hard,3,1,2,33.3%,0,0,0,-,2015,2016,R16,1,0.70,1.2%,11.1%,63.0%,62.7%,23.3%,48.1%,36.4%,50.0%,100.0%
Bucharest,3,Clay,5,2,3,40.0%,1,0,1,0.0%,2014,2016,QF,4,0.87,1.3%,5.7%,73.9%,54.9%,43.4%,51.9%,42.0%,50.0%,52.8%
Rio de Janeiro,2,Clay,2,0,2,0.0%,1,1,0,100.0%,2015,2016,R32,2,0.77,1.2%,4.2%,70.9%,54.7%,29.2%,47.3%,40.7%,33.3%,50.0%
